DEATH_YEAR,WEEK_NUM,FIPS,COUNTY,NUMBER_OF_DEATHS
2019,32,510,ALEXANDRIA                  ,17
2019,33,510,ALEXANDRIA                  ,17
2019,34,510,ALEXANDRIA                  ,12
2019,35,510,ALEXANDRIA                  ,11
2019,36,510,ALEXANDRIA                  ,13
2019,37,510,ALEXANDRIA                  ,19
2019,38,510,ALEXANDRIA                  ,14
2019,39,510,ALEXANDRIA                  ,11
2019,40,510,ALEXANDRIA                  ,16
2019,41,510,ALEXANDRIA                  ,11
2019,42,510,ALEXANDRIA                  ,18
2019,43,510,ALEXANDRIA                  ,12
2019,44,510,ALEXANDRIA                  ,24
2019,45,510,ALEXANDRIA                  ,17
2019,46,510,ALEXANDRIA                  ,17
2019,47,510,ALEXANDRIA                  ,12
2019,48,510,ALEXANDRIA                  ,12
2019,49,510,ALEXANDRIA                  ,24
2019,50,510,ALEXANDRIA                  ,7
2019,51,510,ALEXANDRIA                  ,20
2019,52,510,ALEXANDRIA                  ,23
2019,53,510,ALEXANDRIA                  ,0
2019,1,5,ALLEGHANY            ,0
2019,2,5,ALLEGHANY            ,6
2019,3,5,ALLEGHANY            ,0
2019,4,5,ALLEGHANY            ,5
2019,5,5,ALLEGHANY            ,7
2019,6,5,ALLEGHANY            ,3
2019,7,5,ALLEGHANY            ,5
2019,8,5,ALLEGHANY            ,9
2019,9,5,ALLEGHANY            ,3
2019,10,5,ALLEGHANY            ,2
2019,11,5,ALLEGHANY            ,0
2019,12,5,ALLEGHANY            ,5
2019,13,5,ALLEGHANY            ,6
2019,14,5,ALLEGHANY            ,1
2019,15,5,ALLEGHANY            ,0
2019,16,5,ALLEGHANY            ,1
2019,17,5,ALLEGHANY            ,2
2019,18,5,ALLEGHANY            ,6
2019,19,5,ALLEGHANY            ,1
2019,20,5,ALLEGHANY            ,7
2019,21,5,ALLEGHANY            ,3
2019,22,5,ALLEGHANY            ,3
2019,23,5,ALLEGHANY            ,5
2019,24,5,ALLEGHANY            ,6
2019,25,5,ALLEGHANY            ,8
2019,26,5,ALLEGHANY            ,6
2019,27,5,ALLEGHANY            ,5
2019,28,5,ALLEGHANY            ,2
2019,29,5,ALLEGHANY            ,5
2019,30,5,ALLEGHANY            ,1
2019,31,5,ALLEGHANY            ,3
2019,32,5,ALLEGHANY            ,5
2019,33,5,ALLEGHANY            ,5
2019,34,5,ALLEGHANY            ,4
2019,35,5,ALLEGHANY            ,6
2019,36,5,ALLEGHANY            ,3
2019,37,5,ALLEGHANY            ,1
2019,38,5,ALLEGHANY            ,4
2019,39,5,ALLEGHANY            ,3
2019,40,5,ALLEGHANY            ,7
2019,41,5,ALLEGHANY            ,1
2019,42,5,ALLEGHANY            ,6
2019,43,5,ALLEGHANY            ,5
2019,44,5,ALLEGHANY            ,1
2019,45,5,ALLEGHANY            ,6
2019,46,5,ALLEGHANY            ,5
2019,47,5,ALLEGHANY            ,7
2019,48,5,ALLEGHANY            ,6
2019,49,5,ALLEGHANY            ,5
2019,50,5,ALLEGHANY            ,3
2019,51,5,ALLEGHANY            ,0
2019,52,5,ALLEGHANY            ,6
2019,53,5,ALLEGHANY            ,2
2019,1,7,AMELIA               ,4
2019,2,7,AMELIA               ,4
2019,3,7,AMELIA               ,0
2019,4,7,AMELIA               ,4
2019,7,7,AMELIA               ,3
2019,8,7,AMELIA               ,3
2019,9,7,AMELIA               ,2
2019,10,7,AMELIA               ,0
2019,11,7,AMELIA               ,1
2019,12,7,AMELIA               ,2
2019,13,7,AMELIA               ,0
2019,14,7,AMELIA               ,4
2019,15,7,AMELIA               ,3
2019,16,7,AMELIA               ,4
2019,18,7,AMELIA               ,2
2019,19,7,AMELIA               ,1
2019,20,7,AMELIA               ,0
2019,21,7,AMELIA               ,5
2019,22,7,AMELIA               ,4
2019,23,7,AMELIA               ,1
2019,24,7,AMELIA               ,1
2019,25,7,AMELIA               ,0
2019,27,7,AMELIA               ,2
2019,28,7,AMELIA               ,10
2019,29,7,AMELIA               ,0
2019,30,7,AMELIA               ,5
2019,31,7,AMELIA               ,2
2019,33,7,AMELIA               ,4
2019,34,7,AMELIA               ,5
2019,35,7,AMELIA               ,6
2019,36,7,AMELIA               ,3
2019,37,7,AMELIA               ,1
2019,38,7,AMELIA               ,4
2019,39,7,AMELIA               ,2
2019,40,7,AMELIA               ,5
2019,41,7,AMELIA               ,4
2019,43,7,AMELIA               ,3
2019,44,7,AMELIA               ,2
2019,46,7,AMELIA               ,1
2019,47,7,AMELIA               ,1
2019,48,7,AMELIA               ,1
2019,50,7,AMELIA               ,1
2019,51,7,AMELIA               ,2
2019,52,7,AMELIA               ,3
2019,1,9,AMHERST              ,3
2019,2,9,AMHERST              ,3
2019,3,9,AMHERST              ,2
2019,4,9,AMHERST              ,2
2019,5,9,AMHERST              ,0
2019,6,9,AMHERST              ,13
2019,7,9,AMHERST              ,5
2019,8,9,AMHERST              ,0
2019,9,9,AMHERST              ,1
2019,10,9,AMHERST              ,8
2019,11,9,AMHERST              ,2
2019,12,9,AMHERST              ,3
2019,13,9,AMHERST              ,4
2019,14,9,AMHERST              ,4
2019,15,9,AMHERST              ,0
2019,16,9,AMHERST              ,10
2019,17,9,AMHERST              ,0
2019,18,9,AMHERST              ,0
2019,19,9,AMHERST              ,2
2019,20,9,AMHERST              ,2
2019,21,9,AMHERST              ,1
2019,22,9,AMHERST              ,2
2019,23,9,AMHERST              ,0
2019,24,9,AMHERST              ,0
2019,25,9,AMHERST              ,0
2019,26,9,AMHERST              ,5
2019,27,9,AMHERST              ,3
2019,28,9,AMHERST              ,0
2019,29,9,AMHERST              ,4
2019,30,9,AMHERST              ,0
2019,31,9,AMHERST              ,4
2019,32,9,AMHERST              ,6
2019,33,9,AMHERST              ,0
2019,34,9,AMHERST              ,1
2019,35,9,AMHERST              ,5
2019,36,9,AMHERST              ,3
2019,37,9,AMHERST              ,5
2019,38,9,AMHERST              ,0
2019,39,9,AMHERST              ,2
2019,40,9,AMHERST              ,5
2019,41,9,AMHERST              ,4
2019,42,9,AMHERST              ,1
2019,43,9,AMHERST              ,3
2019,44,9,AMHERST              ,0
2019,45,9,AMHERST              ,5
2019,46,9,AMHERST              ,9
2019,47,9,AMHERST              ,1
2019,48,9,AMHERST              ,6
2019,49,9,AMHERST              ,5
2019,50,9,AMHERST              ,7
2019,51,9,AMHERST              ,9
2019,52,9,AMHERST              ,5
2019,1,11,APPOMATTOX           ,0
2019,2,11,APPOMATTOX           ,0
2019,3,11,APPOMATTOX           ,3
2019,4,11,APPOMATTOX           ,0
2019,5,11,APPOMATTOX           ,0
2019,6,11,APPOMATTOX           ,0
2019,7,11,APPOMATTOX           ,1
2019,8,11,APPOMATTOX           ,0
