DEATH_YEAR,WEEK_NUM,FIPS,COUNTY,NUMBER_OF_DEATHS
2020,1,1,ACCOMACK             ,6
2020,2,1,ACCOMACK             ,11
2020,3,1,ACCOMACK             ,7
2020,4,1,ACCOMACK             ,10
2020,5,1,ACCOMACK             ,9
2020,6,1,ACCOMACK             ,11
2020,7,1,ACCOMACK             ,0
2020,8,1,ACCOMACK             ,14
2020,9,1,ACCOMACK             ,9
2020,10,1,ACCOMACK             ,8
2020,11,1,ACCOMACK             ,8
2020,12,1,ACCOMACK             ,6
2020,13,1,ACCOMACK             ,13
2020,14,1,ACCOMACK             ,9
2020,15,1,ACCOMACK             ,9
2020,16,1,ACCOMACK             ,8
2020,17,1,ACCOMACK             ,9
2020,18,1,ACCOMACK             ,14
2020,19,1,ACCOMACK             ,12
2020,20,1,ACCOMACK             ,8
2020,21,1,ACCOMACK             ,12
2020,22,1,ACCOMACK             ,6
2020,23,1,ACCOMACK             ,10
2020,24,1,ACCOMACK             ,4
2020,25,1,ACCOMACK             ,1
2020,1,3,ALBEMARLE            ,20
2020,2,3,ALBEMARLE            ,23
2020,3,3,ALBEMARLE            ,24
2020,4,3,ALBEMARLE            ,31
2020,5,3,ALBEMARLE            ,32
2020,6,3,ALBEMARLE            ,21
2020,7,3,ALBEMARLE            ,18
2020,8,3,ALBEMARLE            ,30
2020,9,3,ALBEMARLE            ,25
2020,10,3,ALBEMARLE            ,17
2020,11,3,ALBEMARLE            ,25
2020,12,3,ALBEMARLE            ,26
2020,13,3,ALBEMARLE            ,25
2020,14,3,ALBEMARLE            ,28
2020,15,3,ALBEMARLE            ,25
2020,16,3,ALBEMARLE            ,18
2020,17,3,ALBEMARLE            ,19
2020,18,3,ALBEMARLE            ,32
2020,19,3,ALBEMARLE            ,22
2020,20,3,ALBEMARLE            ,22
2020,21,3,ALBEMARLE            ,13
2020,22,3,ALBEMARLE            ,20
2020,23,3,ALBEMARLE            ,23
2020,24,3,ALBEMARLE            ,17
2020,25,3,ALBEMARLE            ,9
2020,1,510,ALEXANDRIA                  ,26
2020,2,510,ALEXANDRIA                  ,12
2020,3,510,ALEXANDRIA                  ,13
2020,4,510,ALEXANDRIA                  ,16
2020,5,510,ALEXANDRIA                  ,20
2020,6,510,ALEXANDRIA                  ,15
2020,7,510,ALEXANDRIA                  ,20
2020,8,510,ALEXANDRIA                  ,21
2020,9,510,ALEXANDRIA                  ,17
2020,10,510,ALEXANDRIA                  ,9
2020,11,510,ALEXANDRIA                  ,17
2020,12,510,ALEXANDRIA                  ,29
2020,13,510,ALEXANDRIA                  ,17
2020,14,510,ALEXANDRIA                  ,25
2020,15,510,ALEXANDRIA                  ,35
2020,16,510,ALEXANDRIA                  ,34
2020,17,510,ALEXANDRIA                  ,31
2020,18,510,ALEXANDRIA                  ,22
2020,19,510,ALEXANDRIA                  ,18
2020,20,510,ALEXANDRIA                  ,23
2020,21,510,ALEXANDRIA                  ,23
2020,22,510,ALEXANDRIA                  ,13
2020,23,510,ALEXANDRIA                  ,20
2020,24,510,ALEXANDRIA                  ,18
2020,25,510,ALEXANDRIA                  ,5
2020,1,5,ALLEGHANY            ,8
2020,2,5,ALLEGHANY            ,7
2020,3,5,ALLEGHANY            ,5
2020,4,5,ALLEGHANY            ,6
2020,5,5,ALLEGHANY            ,1
2020,6,5,ALLEGHANY            ,6
2020,7,5,ALLEGHANY            ,6
2020,8,5,ALLEGHANY            ,4
2020,9,5,ALLEGHANY            ,2
2020,10,5,ALLEGHANY            ,0
2020,11,5,ALLEGHANY            ,3
2020,12,5,ALLEGHANY            ,2
2020,13,5,ALLEGHANY            ,1
2020,14,5,ALLEGHANY            ,4
2020,15,5,ALLEGHANY            ,0
2020,16,5,ALLEGHANY            ,7
2020,17,5,ALLEGHANY            ,6
2020,18,5,ALLEGHANY            ,2
2020,19,5,ALLEGHANY            ,6
2020,20,5,ALLEGHANY            ,4
2020,21,5,ALLEGHANY            ,2
2020,22,5,ALLEGHANY            ,4
2020,23,5,ALLEGHANY            ,2
2020,24,5,ALLEGHANY            ,4
2020,25,5,ALLEGHANY            ,3
2020,1,7,AMELIA               ,1
2020,2,7,AMELIA               ,4
2020,3,7,AMELIA               ,2
2020,4,7,AMELIA               ,1
2020,6,7,AMELIA               ,6
2020,7,7,AMELIA               ,5
2020,8,7,AMELIA               ,3
2020,9,7,AMELIA               ,4
2020,10,7,AMELIA               ,6
2020,11,7,AMELIA               ,1
2020,12,7,AMELIA               ,1
2020,13,7,AMELIA               ,6
2020,14,7,AMELIA               ,2
2020,15,7,AMELIA               ,0
2020,16,7,AMELIA               ,1
2020,17,7,AMELIA               ,1
2020,18,7,AMELIA               ,0
2020,19,7,AMELIA               ,2
2020,20,7,AMELIA               ,4
2020,21,7,AMELIA               ,4
2020,22,7,AMELIA               ,1
