forecast_date,target,target_end_date,location,type,quantile,value
2020-11-15,1 wk ahead cum death,2020-11-21,Massachusetts,point,,10426
2020-11-15,1 wk ahead cum death,2020-11-21,Michigan,point,,8661
2020-11-15,1 wk ahead cum death,2020-11-21,Minnesota,point,,3168
2020-11-15,1 wk ahead cum death,2020-11-21,Mississippi,point,,3638
2020-11-15,1 wk ahead cum death,2020-11-21,Missouri,point,,3612
2020-11-15,1 wk ahead cum death,2020-11-21,Montana,point,,609
2020-11-15,1 wk ahead cum death,2020-11-21,Nebraska,point,,924
2020-11-15,1 wk ahead cum death,2020-11-21,Nevada,point,,1970
2020-11-15,1 wk ahead cum death,2020-11-21,New Hampshire,point,,514
2020-11-15,1 wk ahead cum death,2020-11-21,New Jersey,point,,16671
2020-11-15,1 wk ahead cum death,2020-11-21,New Mexico,point,,1297
2020-11-15,1 wk ahead cum death,2020-11-21,New York,point,,34197
2020-11-15,1 wk ahead cum death,2020-11-21,North Carolina,point,,4981
2020-11-15,1 wk ahead cum death,2020-11-21,North Dakota,point,,832
2020-11-15,1 wk ahead cum death,2020-11-21,Ohio,point,,5975
2020-11-15,1 wk ahead cum death,2020-11-21,Oklahoma,point,,1638
2020-11-15,1 wk ahead cum death,2020-11-21,Oregon,point,,827
2020-11-15,1 wk ahead cum death,2020-11-21,Pennsylvania,point,,9473
2020-11-15,1 wk ahead cum death,2020-11-21,Rhode Island,point,,1279
2020-11-15,1 wk ahead cum death,2020-11-21,South Carolina,point,,4220
2020-11-15,1 wk ahead cum death,2020-11-21,South Dakota,point,,726
2020-11-15,1 wk ahead cum death,2020-11-21,Tennessee,point,,4093
2020-11-15,1 wk ahead cum death,2020-11-21,Texas,point,,20564
2020-11-15,1 wk ahead cum death,2020-11-21,Utah,point,,792
2020-11-15,1 wk ahead cum death,2020-11-21,Vermont,point,,69
2020-11-15,1 wk ahead cum death,2020-11-21,Virginia,point,,3944
2020-11-15,1 wk ahead cum death,2020-11-21,Washington,point,,2612
2020-11-15,1 wk ahead cum death,2020-11-21,West Virginia,point,,637
2020-11-15,1 wk ahead cum death,2020-11-21,Wisconsin,point,,3044
2020-11-15,1 wk ahead cum death,2020-11-21,Wyoming,point,,184
2020-11-22,1 wk ahead cum death,2020-11-28,US,point,,267575
2020-11-22,1 wk ahead cum death,2020-11-28,Alabama,point,,3651
2020-11-22,1 wk ahead cum death,2020-11-28,Alaska,point,,152
2020-11-22,1 wk ahead cum death,2020-11-28,Arizona,point,,6649
2020-11-22,1 wk ahead cum death,2020-11-28,Arkansas,point,,2504
2020-11-22,1 wk ahead cum death,2020-11-28,California,point,,19186
2020-11-22,1 wk ahead cum death,2020-11-28,Colorado,point,,3082
2020-11-22,1 wk ahead cum death,2020-11-28,Connecticut,point,,4934
2020-11-22,1 wk ahead cum death,2020-11-28,Delaware,point,,772
2020-11-22,1 wk ahead cum death,2020-11-28,,point,,681
2020-11-22,1 wk ahead cum death,2020-11-28,Florida,point,,18408
2020-11-22,1 wk ahead cum death,2020-11-28,Georgia,point,,9707
2020-11-22,1 wk ahead cum death,2020-11-28,Hawaii,point,,241
2020-11-22,1 wk ahead cum death,2020-11-28,Idaho,point,,959
2020-11-22,1 wk ahead cum death,2020-11-28,Illinois,point,,12885
2020-11-22,1 wk ahead cum death,2020-11-28,Indiana,point,,5679
2020-11-22,1 wk ahead cum death,2020-11-28,Iowa,point,,2502
2020-11-22,1 wk ahead cum death,2020-11-28,Kansas,point,,1532
2020-11-22,1 wk ahead cum death,2020-11-28,Kentucky,point,,1992
2020-11-22,1 wk ahead cum death,2020-11-28,Louisiana,point,,6387
2020-11-22,1 wk ahead cum death,2020-11-28,Maine,point,,201
2020-11-22,1 wk ahead cum death,2020-11-28,Maryland,point,,4557
2020-11-22,1 wk ahead cum death,2020-11-28,Massachusetts,point,,10689
2020-11-22,1 wk ahead cum death,2020-11-28,Michigan,point,,9405
2020-11-22,1 wk ahead cum death,2020-11-28,Minnesota,point,,3693
2020-11-22,1 wk ahead cum death,2020-11-28,Mississippi,point,,3789
2020-11-22,1 wk ahead cum death,2020-11-28,Missouri,point,,3895
2020-11-22,1 wk ahead cum death,2020-11-28,Montana,point,,708
2020-11-22,1 wk ahead cum death,2020-11-28,Nebraska,point,,1081
2020-11-22,1 wk ahead cum death,2020-11-28,Nevada,point,,2110
2020-11-22,1 wk ahead cum death,2020-11-28,New Hampshire,point,,529
2020-11-22,1 wk ahead cum death,2020-11-28,New Jersey,point,,16954
2020-11-22,1 wk ahead cum death,2020-11-28,New Mexico,point,,1484
2020-11-22,1 wk ahead cum death,2020-11-28,New York,point,,34591
2020-11-22,1 wk ahead cum death,2020-11-28,North Carolina,point,,5265
2020-11-22,1 wk ahead cum death,2020-11-28,North Dakota,point,,968
2020-11-22,1 wk ahead cum death,2020-11-28,Ohio,point,,6404
2020-11-22,1 wk ahead cum death,2020-11-28,Oklahoma,point,,1802
2020-11-22,1 wk ahead cum death,2020-11-28,Oregon,point,,905
2020-11-22,1 wk ahead cum death,2020-11-28,Pennsylvania,point,,10159
2020-11-22,1 wk ahead cum death,2020-11-28,Rhode Island,point,,1330
2020-11-22,1 wk ahead cum death,2020-11-28,South Carolina,point,,4411
2020-11-22,1 wk ahead cum death,2020-11-28,South Dakota,point,,902
2020-11-22,1 wk ahead cum death,2020-11-28,Tennessee,point,,4518
2020-11-22,1 wk ahead cum death,2020-11-28,Texas,point,,21872
2020-11-22,1 wk ahead cum death,2020-11-28,Utah,point,,896
2020-11-22,1 wk ahead cum death,2020-11-28,Vermont,point,,74
2020-11-22,1 wk ahead cum death,2020-11-28,Virginia,point,,4083
2020-11-22,1 wk ahead cum death,2020-11-28,Washington,point,,2755
2020-11-22,1 wk ahead cum death,2020-11-28,West Virginia,point,,756
2020-11-22,1 wk ahead cum death,2020-11-28,Wisconsin,point,,3504
2020-11-22,1 wk ahead cum death,2020-11-28,Wyoming,point,,233
2020-11-29,1 wk ahead cum death,2020-12-05,US,point,,279211
2020-11-29,1 wk ahead cum death,2020-12-05,Alabama,point,,3772
2020-11-29,1 wk ahead cum death,2020-12-05,Alaska,point,,163
2020-11-29,1 wk ahead cum death,2020-12-05,Arizona,point,,6931
2020-11-29,1 wk ahead cum death,2020-12-05,Arkansas,point,,2616
2020-11-29,1 wk ahead cum death,2020-12-05,California,point,,19777
2020-11-29,1 wk ahead cum death,2020-12-05,Colorado,point,,3316
2020-11-29,1 wk ahead cum death,2020-12-05,Connecticut,point,,5090
2020-11-29,1 wk ahead cum death,2020-12-05,Delaware,point,,789
2020-11-29,1 wk ahead cum death,2020-12-05,,point,,694
2020-11-29,1 wk ahead cum death,2020-12-05,Florida,point,,19066
2020-11-29,1 wk ahead cum death,2020-12-05,Georgia,point,,9698
2020-11-29,1 wk ahead cum death,2020-12-05,Hawaii,point,,249
2020-11-29,1 wk ahead cum death,2020-12-05,Idaho,point,,1018
2020-11-29,1 wk ahead cum death,2020-12-05,Illinois,point,,13833
2020-11-29,1 wk ahead cum death,2020-12-05,Indiana,point,,6108
2020-11-29,1 wk ahead cum death,2020-12-05,Iowa,point,,2670
2020-11-29,1 wk ahead cum death,2020-12-05,Kansas,point,,1747
2020-11-29,1 wk ahead cum death,2020-12-05,Kentucky,point,,2106
2020-11-29,1 wk ahead cum death,2020-12-05,Louisiana,point,,6671
2020-11-29,1 wk ahead cum death,2020-12-05,Maine,point,,221
2020-11-29,1 wk ahead cum death,2020-12-05,Maryland,point,,4776
2020-11-29,1 wk ahead cum death,2020-12-05,Massachusetts,point,,10893
2020-11-29,1 wk ahead cum death,2020-12-05,Michigan,point,,10119
2020-11-29,1 wk ahead cum death,2020-12-05,Minnesota,point,,4055
2020-11-29,1 wk ahead cum death,2020-12-05,Mississippi,point,,3915
2020-11-29,1 wk ahead cum death,2020-12-05,Missouri,point,,4148
2020-11-29,1 wk ahead cum death,2020-12-05,Montana,point,,776
2020-11-29,1 wk ahead cum death,2020-12-05,Nebraska,point,,1168
2020-11-29,1 wk ahead cum death,2020-12-05,Nevada,point,,2257
2020-11-29,1 wk ahead cum death,2020-12-05,New Hampshire,point,,552
2020-11-29,1 wk ahead cum death,2020-12-05,New Jersey,point,,17241
2020-11-29,1 wk ahead cum death,2020-12-05,New Mexico,point,,1702
2020-11-29,1 wk ahead cum death,2020-12-05,New York,point,,34894
2020-11-29,1 wk ahead cum death,2020-12-05,North Carolina,point,,5488
2020-11-29,1 wk ahead cum death,2020-12-05,North Dakota,point,,1039
2020-11-29,1 wk ahead cum death,2020-12-05,Ohio,point,,6884
2020-11-29,1 wk ahead cum death,2020-12-05,Oklahoma,point,,1919
2020-11-29,1 wk ahead cum death,2020-12-05,Oregon,point,,991
2020-11-29,1 wk ahead cum death,2020-12-05,Pennsylvania,point,,10819
2020-11-29,1 wk ahead cum death,2020-12-05,Rhode Island,point,,1388
2020-11-29,1 wk ahead cum death,2020-12-05,South Carolina,point,,4502
2020-11-29,1 wk ahead cum death,2020-12-05,South Dakota,point,,1069
2020-11-29,1 wk ahead cum death,2020-12-05,Tennessee,point,,4889
2020-11-29,1 wk ahead cum death,2020-12-05,Texas,point,,22819
2020-11-29,1 wk ahead cum death,2020-12-05,Utah,point,,970
2020-11-29,1 wk ahead cum death,2020-12-05,Vermont,point,,80
2020-11-29,1 wk ahead cum death,2020-12-05,Virginia,point,,4215
2020-11-29,1 wk ahead cum death,2020-12-05,Washington,point,,2849
2020-11-29,1 wk ahead cum death,2020-12-05,West Virginia,point,,845
2020-11-29,1 wk ahead cum death,2020-12-05,Wisconsin,point,,3903
2020-11-29,1 wk ahead cum death,2020-12-05,Wyoming,point,,277
2020-12-06,1 wk ahead cum death,2020-12-12,US,point,,295770
2020-12-06,1 wk ahead cum death,2020-12-12,Alabama,point,,4106
2020-12-06,1 wk ahead cum death,2020-12-12,Alaska,point,,185
2020-12-06,1 wk ahead cum death,2020-12-12,Arizona,point,,7240
2020-12-06,1 wk ahead cum death,2020-12-12,Arkansas,point,,2787
2020-12-06,1 wk ahead cum death,2020-12-12,California,point,,20686
2020-12-06,1 wk ahead cum death,2020-12-12,Colorado,point,,3712
2020-12-06,1 wk ahead cum death,2020-12-12,Connecticut,point,,5323
2020-12-06,1 wk ahead cum death,2020-12-12,Delaware,point,,816
2020-12-06,1 wk ahead cum death,2020-12-12,,point,,713
2020-12-06,1 wk ahead cum death,2020-12-12,Florida,point,,19796
2020-12-06,1 wk ahead cum death,2020-12-12,Georgia,point,,10091
2020-12-06,1 wk ahead cum death,2020-12-12,Hawaii,point,,278
2020-12-06,1 wk ahead cum death,2020-12-12,Idaho,point,,1134
2020-12-06,1 wk ahead cum death,2020-12-12,Illinois,point,,15037
2020-12-06,1 wk ahead cum death,2020-12-12,Indiana,point,,6691
2020-12-06,1 wk ahead cum death,2020-12-12,Iowa,point,,2931
2020-12-06,1 wk ahead cum death,2020-12-12,Kansas,point,,2004
2020-12-06,1 wk ahead cum death,2020-12-12,Kentucky,point,,2288
2020-12-06,1 wk ahead cum death,2020-12-12,Louisiana,point,,6806
2020-12-06,1 wk ahead cum death,2020-12-12,Maine,point,,262
2020-12-06,1 wk ahead cum death,2020-12-12,Maryland,point,,5039
2020-12-06,1 wk ahead cum death,2020-12-12,Massachusetts,point,,11208
2020-12-06,1 wk ahead cum death,2020-12-12,Michigan,point,,11061
2020-12-06,1 wk ahead cum death,2020-12-12,Minnesota,point,,4445
2020-12-06,1 wk ahead cum death,2020-12-12,Mississippi,point,,4100
2020-12-06,1 wk ahead cum death,2020-12-12,Missouri,point,,4617
2020-12-06,1 wk ahead cum death,2020-12-12,Montana,point,,828
2020-12-06,1 wk ahead cum death,2020-12-12,Nebraska,point,,1384
2020-12-06,1 wk ahead cum death,2020-12-12,Nevada,point,,2504
2020-12-06,1 wk ahead cum death,2020-12-12,New Hampshire,point,,591
2020-12-06,1 wk ahead cum death,2020-12-12,New Jersey,point,,17640
2020-12-06,1 wk ahead cum death,2020-12-12,New Mexico,point,,1950
2020-12-06,1 wk ahead cum death,2020-12-12,New York,point,,35367
2020-12-06,1 wk ahead cum death,2020-12-12,North Carolina,point,,5839
2020-12-06,1 wk ahead cum death,2020-12-12,North Dakota,point,,1110
2020-12-06,1 wk ahead cum death,2020-12-12,Ohio,point,,7573
2020-12-06,1 wk ahead cum death,2020-12-12,Oklahoma,point,,2093
2020-12-06,1 wk ahead cum death,2020-12-12,Oregon,point,,1158
2020-12-06,1 wk ahead cum death,2020-12-12,Pennsylvania,point,,11976
2020-12-06,1 wk ahead cum death,2020-12-12,Rhode Island,point,,1471
2020-12-06,1 wk ahead cum death,2020-12-12,South Carolina,point,,4672
2020-12-06,1 wk ahead cum death,2020-12-12,South Dakota,point,,1232
2020-12-06,1 wk ahead cum death,2020-12-12,Tennessee,point,,5266
2020-12-06,1 wk ahead cum death,2020-12-12,Texas,point,,24133
2020-12-06,1 wk ahead cum death,2020-12-12,Utah,point,,1057
2020-12-06,1 wk ahead cum death,2020-12-12,Vermont,point,,95
2020-12-06,1 wk ahead cum death,2020-12-12,Virginia,point,,4406
2020-12-06,1 wk ahead cum death,2020-12-12,Washington,point,,3116
2020-12-06,1 wk ahead cum death,2020-12-12,West Virginia,point,,948
2020-12-06,1 wk ahead cum death,2020-12-12,Wisconsin,point,,4352
2020-12-06,1 wk ahead cum death,2020-12-12,Wyoming,point,,320
2020-12-13,1 wk ahead cum death,2020-12-19,US,point,,315620
2020-12-13,1 wk ahead cum death,2020-12-19,Alabama,point,,4404
2020-12-13,1 wk ahead cum death,2020-12-19,Alaska,point,,224
2020-12-13,1 wk ahead cum death,2020-12-19,Arizona,point,,7745
2020-12-13,1 wk ahead cum death,2020-12-19,Arkansas,point,,3120
2020-12-13,1 wk ahead cum death,2020-12-19,California,point,,22152
2020-12-13,1 wk ahead cum death,2020-12-19,Colorado,point,,4309
2020-12-13,1 wk ahead cum death,2020-12-19,Connecticut,point,,5600
2020-12-13,1 wk ahead cum death,2020-12-19,Delaware,point,,853
2020-12-13,1 wk ahead cum death,2020-12-19,,point,,737
2020-12-13,1 wk ahead cum death,2020-12-19,Florida,point,,20579
2020-12-13,1 wk ahead cum death,2020-12-19,Georgia,point,,10467
2020-12-13,1 wk ahead cum death,2020-12-19,Hawaii,point,,300
2020-12-13,1 wk ahead cum death,2020-12-19,Idaho,point,,1296
2020-12-13,1 wk ahead cum death,2020-12-19,Illinois,point,,16395
2020-12-13,1 wk ahead cum death,2020-12-19,Indiana,point,,7339
2020-12-13,1 wk ahead cum death,2020-12-19,Iowa,point,,3489
2020-12-13,1 wk ahead cum death,2020-12-19,Kansas,point,,2323
2020-12-13,1 wk ahead cum death,2020-12-19,Kentucky,point,,2465
2020-12-13,1 wk ahead cum death,2020-12-19,Louisiana,point,,6990
2020-12-13,1 wk ahead cum death,2020-12-19,Maine,point,,307
2020-12-13,1 wk ahead cum death,2020-12-19,Maryland,point,,5376
2020-12-13,1 wk ahead cum death,2020-12-19,Massachusetts,point,,11669
2020-12-13,1 wk ahead cum death,2020-12-19,Michigan,point,,12062
2020-12-13,1 wk ahead cum death,2020-12-19,Minnesota,point,,4921
2020-12-13,1 wk ahead cum death,2020-12-19,Mississippi,point,,4378
2020-12-13,1 wk ahead cum death,2020-12-19,Missouri,point,,5013
2020-12-13,1 wk ahead cum death,2020-12-19,Montana,point,,908
2020-12-13,1 wk ahead cum death,2020-12-19,Nebraska,point,,1584
2020-12-13,1 wk ahead cum death,2020-12-19,Nevada,point,,2768
2020-12-13,1 wk ahead cum death,2020-12-19,New Hampshire,point,,653
2020-12-13,1 wk ahead cum death,2020-12-19,New Jersey,point,,18190
2020-12-13,1 wk ahead cum death,2020-12-19,New Mexico,point,,2130
2020-12-13,1 wk ahead cum death,2020-12-19,New York,point,,36073
2020-12-13,1 wk ahead cum death,2020-12-19,North Carolina,point,,6184
2020-12-13,1 wk ahead cum death,2020-12-19,North Dakota,point,,1237
2020-12-13,1 wk ahead cum death,2020-12-19,Ohio,point,,8247
2020-12-13,1 wk ahead cum death,2020-12-19,Oklahoma,point,,2289
2020-12-13,1 wk ahead cum death,2020-12-19,Oregon,point,,1338
2020-12-13,1 wk ahead cum death,2020-12-19,Pennsylvania,point,,13565
2020-12-13,1 wk ahead cum death,2020-12-19,Rhode Island,point,,1592
2020-12-13,1 wk ahead cum death,2020-12-19,South Carolina,point,,4879
2020-12-13,1 wk ahead cum death,2020-12-19,South Dakota,point,,1374
2020-12-13,1 wk ahead cum death,2020-12-19,Tennessee,point,,5809
2020-12-13,1 wk ahead cum death,2020-12-19,Texas,point,,25576
2020-12-13,1 wk ahead cum death,2020-12-19,Utah,point,,1176
2020-12-13,1 wk ahead cum death,2020-12-19,Vermont,point,,117
2020-12-13,1 wk ahead cum death,2020-12-19,Virginia,point,,4642
2020-12-13,1 wk ahead cum death,2020-12-19,Washington,point,,3111
2020-12-13,1 wk ahead cum death,2020-12-19,West Virginia,point,,1103
2020-12-13,1 wk ahead cum death,2020-12-19,Wisconsin,point,,4774
2020-12-13,1 wk ahead cum death,2020-12-19,Wyoming,point,,370
2020-12-20,1 wk ahead cum death,2020-12-26,US,point,,336653
2020-12-20,1 wk ahead cum death,2020-12-26,Alabama,point,,4723
2020-12-20,1 wk ahead cum death,2020-12-26,Alaska,point,,249
2020-12-20,1 wk ahead cum death,2020-12-26,Arizona,point,,8600
2020-12-20,1 wk ahead cum death,2020-12-26,Arkansas,point,,3448
2020-12-20,1 wk ahead cum death,2020-12-26,California,point,,24413
2020-12-20,1 wk ahead cum death,2020-12-26,Colorado,point,,4856
2020-12-20,1 wk ahead cum death,2020-12-26,Connecticut,point,,5864
2020-12-20,1 wk ahead cum death,2020-12-26,Delaware,point,,908
2020-12-20,1 wk ahead cum death,2020-12-26,,point,,758
2020-12-20,1 wk ahead cum death,2020-12-26,Florida,point,,21367
2020-12-20,1 wk ahead cum death,2020-12-26,Georgia,point,,10818
2020-12-20,1 wk ahead cum death,2020-12-26,Hawaii,point,,307
2020-12-20,1 wk ahead cum death,2020-12-26,Idaho,point,,1419
2020-12-20,1 wk ahead cum death,2020-12-26,Illinois,point,,17443
2020-12-20,1 wk ahead cum death,2020-12-26,Indiana,point,,7967
2020-12-20,1 wk ahead cum death,2020-12-26,Iowa,point,,3863
2020-12-20,1 wk ahead cum death,2020-12-26,Kansas,point,,2610
2020-12-20,1 wk ahead cum death,2020-12-26,Kentucky,point,,2655
2020-12-20,1 wk ahead cum death,2020-12-26,Louisiana,point,,7243
2020-12-20,1 wk ahead cum death,2020-12-26,Maine,point,,352
2020-12-20,1 wk ahead cum death,2020-12-26,Maryland,point,,5747
2020-12-20,1 wk ahead cum death,2020-12-26,Massachusetts,point,,12103
2020-12-20,1 wk ahead cum death,2020-12-26,Michigan,point,,12945
2020-12-20,1 wk ahead cum death,2020-12-26,Minnesota,point,,5327
2020-12-20,1 wk ahead cum death,2020-12-26,Mississippi,point,,4626
2020-12-20,1 wk ahead cum death,2020-12-26,Missouri,point,,5462
2020-12-20,1 wk ahead cum death,2020-12-26,Montana,point,,960
2020-12-20,1 wk ahead cum death,2020-12-26,Nebraska,point,,1687
2020-12-20,1 wk ahead cum death,2020-12-26,Nevada,point,,3024
2020-12-20,1 wk ahead cum death,2020-12-26,New Hampshire,point,,719
2020-12-20,1 wk ahead cum death,2020-12-26,New Jersey,point,,18736
2020-12-20,1 wk ahead cum death,2020-12-26,New Mexico,point,,2347
2020-12-20,1 wk ahead cum death,2020-12-26,New York,point,,37206
2020-12-20,1 wk ahead cum death,2020-12-26,North Carolina,point,,6635
2020-12-20,1 wk ahead cum death,2020-12-26,North Dakota,point,,1336
2020-12-20,1 wk ahead cum death,2020-12-26,Ohio,point,,8877
2020-12-20,1 wk ahead cum death,2020-12-26,Oklahoma,point,,2448
2020-12-20,1 wk ahead cum death,2020-12-26,Oregon,point,,1535
2020-12-20,1 wk ahead cum death,2020-12-26,Pennsylvania,point,,15195
2020-12-20,1 wk ahead cum death,2020-12-26,Rhode Island,point,,1727
2020-12-20,1 wk ahead cum death,2020-12-26,South Carolina,point,,5132
2020-12-20,1 wk ahead cum death,2020-12-26,South Dakota,point,,1474
2020-12-20,1 wk ahead cum death,2020-12-26,Tennessee,point,,6482
2020-12-20,1 wk ahead cum death,2020-12-26,Texas,point,,27073
2020-12-20,1 wk ahead cum death,2020-12-26,Utah,point,,1288
2020-12-20,1 wk ahead cum death,2020-12-26,Vermont,point,,135
2020-12-20,1 wk ahead cum death,2020-12-26,Virginia,point,,4935
2020-12-20,1 wk ahead cum death,2020-12-26,Washington,point,,3298
2020-12-20,1 wk ahead cum death,2020-12-26,West Virginia,point,,1271
2020-12-20,1 wk ahead cum death,2020-12-26,Wisconsin,point,,5143
2020-12-20,1 wk ahead cum death,2020-12-26,Wyoming,point,,402
2020-12-27,1 wk ahead cum death,2021-01-02,US,point,,349084
2020-12-27,1 wk ahead cum death,2021-01-02,Alabama,point,,5030
2020-12-27,1 wk ahead cum death,2021-01-02,Alaska,point,,227
2020-12-27,1 wk ahead cum death,2021-01-02,Arizona,point,,9032
2020-12-27,1 wk ahead cum death,2021-01-02,Arkansas,point,,3685
2020-12-27,1 wk ahead cum death,2021-01-02,California,point,,26156
2020-12-27,1 wk ahead cum death,2021-01-02,Colorado,point,,4899
2020-12-27,1 wk ahead cum death,2021-01-02,Connecticut,point,,6041
2020-12-27,1 wk ahead cum death,2021-01-02,Delaware,point,,949
2020-12-27,1 wk ahead cum death,2021-01-02,,point,,786
2020-12-27,1 wk ahead cum death,2021-01-02,Florida,point,,21846
2020-12-27,1 wk ahead cum death,2021-01-02,Georgia,point,,11042
2020-12-27,1 wk ahead cum death,2021-01-02,Hawaii,point,,294
2020-12-27,1 wk ahead cum death,2021-01-02,Idaho,point,,1455
2020-12-27,1 wk ahead cum death,2021-01-02,Illinois,point,,18075
2020-12-27,1 wk ahead cum death,2021-01-02,Indiana,point,,8286
2020-12-27,1 wk ahead cum death,2021-01-02,Iowa,point,,3971
2020-12-27,1 wk ahead cum death,2021-01-02,Kansas,point,,2793
2020-12-27,1 wk ahead cum death,2021-01-02,Kentucky,point,,2749
2020-12-27,1 wk ahead cum death,2021-01-02,Louisiana,point,,7485
2020-12-27,1 wk ahead cum death,2021-01-02,Maine,point,,371
2020-12-27,1 wk ahead cum death,2021-01-02,Maryland,point,,5970
2020-12-27,1 wk ahead cum death,2021-01-02,Massachusetts,point,,12405
2020-12-27,1 wk ahead cum death,2021-01-02,Michigan,point,,13237
2020-12-27,1 wk ahead cum death,2021-01-02,Minnesota,point,,5471
2020-12-27,1 wk ahead cum death,2021-01-02,Mississippi,point,,4772
2020-12-27,1 wk ahead cum death,2021-01-02,Missouri,point,,5803
2020-12-27,1 wk ahead cum death,2021-01-02,Montana,point,,964
2020-12-27,1 wk ahead cum death,2021-01-02,Nebraska,point,,1679
2020-12-27,1 wk ahead cum death,2021-01-02,Nevada,point,,3134
2020-12-27,1 wk ahead cum death,2021-01-02,New Hampshire,point,,757
2020-12-27,1 wk ahead cum death,2021-01-02,New Jersey,point,,19063
2020-12-27,1 wk ahead cum death,2021-01-02,New Mexico,point,,2476
2020-12-27,1 wk ahead cum death,2021-01-02,New York,point,,38279
2020-12-27,1 wk ahead cum death,2021-01-02,North Carolina,point,,6932
2020-12-27,1 wk ahead cum death,2021-01-02,North Dakota,point,,1308
2020-12-27,1 wk ahead cum death,2021-01-02,Ohio,point,,9061
2020-12-27,1 wk ahead cum death,2021-01-02,Oklahoma,point,,2559
2020-12-27,1 wk ahead cum death,2021-01-02,Oregon,point,,1550
2020-12-27,1 wk ahead cum death,2021-01-02,Pennsylvania,point,,16173
2020-12-27,1 wk ahead cum death,2021-01-02,Rhode Island,point,,1813
2020-12-27,1 wk ahead cum death,2021-01-02,South Carolina,point,,5353
2020-12-27,1 wk ahead cum death,2021-01-02,South Dakota,point,,1507
2020-12-27,1 wk ahead cum death,2021-01-02,Tennessee,point,,7006
2020-12-27,1 wk ahead cum death,2021-01-02,Texas,point,,28108
2020-12-27,1 wk ahead cum death,2021-01-02,Utah,point,,1294
2020-12-27,1 wk ahead cum death,2021-01-02,Vermont,point,,135
2020-12-27,1 wk ahead cum death,2021-01-02,Virginia,point,,5073
2020-12-27,1 wk ahead cum death,2021-01-02,Washington,point,,3303
2020-12-27,1 wk ahead cum death,2021-01-02,West Virginia,point,,1383
2020-12-27,1 wk ahead cum death,2021-01-02,Wisconsin,point,,5355
2020-12-27,1 wk ahead cum death,2021-01-02,Wyoming,point,,399
2021-01-03,1 wk ahead cum death,2021-01-09,US,point,,367269
2021-01-03,1 wk ahead cum death,2021-01-09,Alabama,point,,5160
2021-01-03,1 wk ahead cum death,2021-01-09,Alaska,point,,263
2021-01-03,1 wk ahead cum death,2021-01-09,Arizona,point,,9626
2021-01-03,1 wk ahead cum death,2021-01-09,Arkansas,point,,3927
2021-01-03,1 wk ahead cum death,2021-01-09,California,point,,29019
2021-01-03,1 wk ahead cum death,2021-01-09,Colorado,point,,5173
2021-01-03,1 wk ahead cum death,2021-01-09,Connecticut,point,,6334
2021-01-03,1 wk ahead cum death,2021-01-09,Delaware,point,,979
2021-01-03,1 wk ahead cum death,2021-01-09,,point,,824
2021-01-03,1 wk ahead cum death,2021-01-09,Florida,point,,22640
2021-01-03,1 wk ahead cum death,2021-01-09,Georgia,point,,11407
2021-01-03,1 wk ahead cum death,2021-01-09,Hawaii,point,,313
2021-01-03,1 wk ahead cum death,2021-01-09,Idaho,point,,1542
2021-01-03,1 wk ahead cum death,2021-01-09,Illinois,point,,18952
2021-01-03,1 wk ahead cum death,2021-01-09,Indiana,point,,8846
2021-01-03,1 wk ahead cum death,2021-01-09,Iowa,point,,4119
2021-01-03,1 wk ahead cum death,2021-01-09,Kansas,point,,3084
2021-01-03,1 wk ahead cum death,2021-01-09,Kentucky,point,,2921
2021-01-03,1 wk ahead cum death,2021-01-09,Louisiana,point,,7716
2021-01-03,1 wk ahead cum death,2021-01-09,Maine,point,,421
2021-01-03,1 wk ahead cum death,2021-01-09,Maryland,point,,6263
2021-01-03,1 wk ahead cum death,2021-01-09,Massachusetts,point,,12916
2021-01-03,1 wk ahead cum death,2021-01-09,Michigan,point,,13765
2021-01-03,1 wk ahead cum death,2021-01-09,Minnesota,point,,5696
2021-01-03,1 wk ahead cum death,2021-01-09,Mississippi,point,,5017
2021-01-03,1 wk ahead cum death,2021-01-09,Missouri,point,,6033
2021-01-03,1 wk ahead cum death,2021-01-09,Montana,point,,1045
2021-01-03,1 wk ahead cum death,2021-01-09,Nebraska,point,,1798
2021-01-03,1 wk ahead cum death,2021-01-09,Nevada,point,,3328
2021-01-03,1 wk ahead cum death,2021-01-09,New Hampshire,point,,828
2021-01-03,1 wk ahead cum death,2021-01-09,New Jersey,point,,19635
2021-01-03,1 wk ahead cum death,2021-01-09,New Mexico,point,,2685
2021-01-03,1 wk ahead cum death,2021-01-09,New York,point,,39290
2021-01-03,1 wk ahead cum death,2021-01-09,North Carolina,point,,7335
2021-01-03,1 wk ahead cum death,2021-01-09,North Dakota,point,,1369
2021-01-03,1 wk ahead cum death,2021-01-09,Ohio,point,,9572
2021-01-03,1 wk ahead cum death,2021-01-09,Oklahoma,point,,2750
2021-01-03,1 wk ahead cum death,2021-01-09,Oregon,point,,1604
2021-01-03,1 wk ahead cum death,2021-01-09,Pennsylvania,point,,17251
2021-01-03,1 wk ahead cum death,2021-01-09,Rhode Island,point,,1878
2021-01-03,1 wk ahead cum death,2021-01-09,South Carolina,point,,5605
2021-01-03,1 wk ahead cum death,2021-01-09,South Dakota,point,,1582
2021-01-03,1 wk ahead cum death,2021-01-09,Tennessee,point,,7481
2021-01-03,1 wk ahead cum death,2021-01-09,Texas,point,,29448
