DEATH_YEAR,WEEK_NUM,FIPS,COUNTY,NUMBER_OF_DEATHS
2015,1,1,ACCOMACK             ,2
2015,2,1,ACCOMACK             ,3
2015,3,1,ACCOMACK             ,6
2015,4,1,ACCOMACK             ,5
2015,5,1,ACCOMACK             ,5
2015,6,1,ACCOMACK             ,5
2015,7,1,ACCOMACK             ,9
2015,8,1,ACCOMACK             ,1
2015,9,1,ACCOMACK             ,0
2015,10,1,ACCOMACK             ,5
2015,11,1,ACCOMACK             ,6
2015,12,1,ACCOMACK             ,0
2015,13,1,ACCOMACK             ,6
2015,14,1,ACCOMACK             ,8
2015,15,1,ACCOMACK             ,5
2015,16,1,ACCOMACK             ,0
2015,17,1,ACCOMACK             ,6
2015,18,1,ACCOMACK             ,5
2015,19,1,ACCOMACK             ,6
2015,20,1,ACCOMACK             ,5
2015,21,1,ACCOMACK             ,3
2015,22,1,ACCOMACK             ,6
2015,23,1,ACCOMACK             ,3
2015,24,1,ACCOMACK             ,5
2015,25,1,ACCOMACK             ,7
2015,26,1,ACCOMACK             ,6
2015,27,1,ACCOMACK             ,11
2015,28,1,ACCOMACK             ,2
2015,29,1,ACCOMACK             ,6
2015,30,1,ACCOMACK             ,6
2015,31,1,ACCOMACK             ,5
2015,32,1,ACCOMACK             ,3
2015,33,1,ACCOMACK             ,0
2015,34,1,ACCOMACK             ,2
2015,35,1,ACCOMACK             ,8
2015,36,1,ACCOMACK             ,7
2015,37,1,ACCOMACK             ,6
2015,38,1,ACCOMACK             ,6
2015,39,1,ACCOMACK             ,5
2015,40,1,ACCOMACK             ,4
2015,41,1,ACCOMACK             ,3
2015,42,1,ACCOMACK             ,0
2015,43,1,ACCOMACK             ,7
2015,44,1,ACCOMACK             ,5
2015,45,1,ACCOMACK             ,1
2015,46,1,ACCOMACK             ,2
2015,47,1,ACCOMACK             ,6
2015,48,1,ACCOMACK             ,7
2015,49,1,ACCOMACK             ,0
2015,50,1,ACCOMACK             ,6
2015,52,1,ACCOMACK             ,1
2015,53,1,ACCOMACK             ,4
2015,1,3,ALBEMARLE            ,22
2015,2,3,ALBEMARLE            ,27
2015,3,3,ALBEMARLE            ,18
2015,4,3,ALBEMARLE            ,29
2015,5,3,ALBEMARLE            ,18
2015,6,3,ALBEMARLE            ,16
2015,7,3,ALBEMARLE            ,17
2015,8,3,ALBEMARLE            ,25
2015,9,3,ALBEMARLE            ,18
2015,10,3,ALBEMARLE            ,13
2015,11,3,ALBEMARLE            ,18
2015,12,3,ALBEMARLE            ,21
2015,13,3,ALBEMARLE            ,21
2015,14,3,ALBEMARLE            ,16
2015,15,3,ALBEMARLE            ,11
2015,16,3,ALBEMARLE            ,17
2015,17,3,ALBEMARLE            ,17
2015,18,3,ALBEMARLE            ,20
2015,19,3,ALBEMARLE            ,26
2015,20,3,ALBEMARLE            ,13
2015,21,3,ALBEMARLE            ,17
2015,22,3,ALBEMARLE            ,16
2015,23,3,ALBEMARLE            ,15
2015,24,3,ALBEMARLE            ,17
2015,25,3,ALBEMARLE            ,21
2015,26,3,ALBEMARLE            ,15
2015,27,3,ALBEMARLE            ,13
2015,28,3,ALBEMARLE            ,19
2015,29,3,ALBEMARLE            ,22
2015,30,3,ALBEMARLE            ,13
2015,31,3,ALBEMARLE            ,22
2015,32,3,ALBEMARLE            ,12
2015,33,3,ALBEMARLE            ,18
2015,34,3,ALBEMARLE            ,17
2015,35,3,ALBEMARLE            ,14
2015,36,3,ALBEMARLE            ,12
2015,37,3,ALBEMARLE            ,15
2015,38,3,ALBEMARLE            ,12
2015,39,3,ALBEMARLE            ,12
2015,40,3,ALBEMARLE            ,17
2015,41,3,ALBEMARLE            ,17
2015,42,3,ALBEMARLE            ,19
2015,43,3,ALBEMARLE            ,16
2015,44,3,ALBEMARLE            ,19
2015,45,3,ALBEMARLE            ,20
2015,46,3,ALBEMARLE            ,25
2015,47,3,ALBEMARLE            ,16
2015,48,3,ALBEMARLE            ,13
2015,49,3,ALBEMARLE            ,18
2015,50,3,ALBEMARLE            ,15
2015,51,3,ALBEMARLE            ,23
2015,52,3,ALBEMARLE            ,14
2015,53,3,ALBEMARLE            ,0
2015,1,510,ALEXANDRIA                  ,23
2015,2,510,ALEXANDRIA                  ,16
2015,3,510,ALEXANDRIA                  ,18
2015,4,510,ALEXANDRIA                  ,12
2015,5,510,ALEXANDRIA                  ,19
2015,6,510,ALEXANDRIA                  ,11
2015,7,510,ALEXANDRIA                  ,15
2015,8,510,ALEXANDRIA                  ,22
