State_FIPS,County_FIPS,Year,Week,Population_Adjustment,Deaths_Per100k,Excess_Deaths_Per100k
32,1.0,2015,35,Lagged,33,0.0
32,1.0,2016,35,Lagged,29,0.0
32,1.0,2017,35,Lagged,20,0.0
32,1.0,2018,35,Lagged,4,0.0
32,1.0,2019,35,Lagged,12,0.0
32,1.0,2015,36,Constant,37,0.0
32,1.0,2016,36,Constant,8,0.0
32,1.0,2017,36,Constant,20,0.0
32,1.0,2018,36,Constant,16,0.0
32,1.0,2019,36,Constant,24,0.0
32,1.0,2015,36,Lagged,37,0.0
32,1.0,2016,36,Lagged,8,0.0
32,1.0,2017,36,Lagged,20,0.0
32,1.0,2018,36,Lagged,16,0.0
32,1.0,2019,36,Lagged,24,0.0
32,1.0,2015,37,Constant,24,0.0
32,1.0,2016,37,Constant,33,0.0
32,1.0,2017,37,Constant,20,0.0
32,1.0,2018,37,Constant,16,0.0
32,1.0,2019,37,Constant,45,0.0
32,1.0,2015,37,Lagged,25,0.0
32,1.0,2016,37,Lagged,33,0.0
32,1.0,2017,37,Lagged,20,0.0
32,1.0,2018,37,Lagged,16,0.0
32,1.0,2019,37,Lagged,44,0.0
32,1.0,2015,38,Constant,24,0.0
32,1.0,2016,38,Constant,12,0.0
32,1.0,2017,38,Constant,16,0.0
32,1.0,2018,38,Constant,16,0.0
32,1.0,2019,38,Constant,29,0.0
32,1.0,2015,38,Lagged,25,0.0
32,1.0,2016,38,Lagged,12,0.0
32,1.0,2017,38,Lagged,16,0.0
32,1.0,2018,38,Lagged,16,0.0
32,1.0,2019,38,Lagged,28,0.0
32,1.0,2015,39,Constant,29,0.0
32,1.0,2016,39,Constant,8,0.0
32,1.0,2017,39,Constant,16,0.0
32,1.0,2018,39,Constant,8,0.0
32,1.0,2019,39,Constant,20,0.0
32,1.0,2015,39,Lagged,29,0.0
32,1.0,2016,39,Lagged,8,0.0
32,1.0,2017,39,Lagged,16,0.0
32,1.0,2018,39,Lagged,8,0.0
32,1.0,2019,39,Lagged,20,0.0
32,1.0,2015,40,Constant,24,0.0
32,1.0,2016,40,Constant,33,0.0
32,1.0,2017,40,Constant,8,0.0
32,1.0,2018,40,Constant,37,0.0
32,1.0,2019,40,Constant,4,0.0
32,1.0,2015,40,Lagged,25,0.0
32,1.0,2016,40,Lagged,33,0.0
32,1.0,2017,40,Lagged,8,0.0
32,1.0,2018,40,Lagged,37,0.0
32,1.0,2019,40,Lagged,4,0.0
32,1.0,2015,41,Constant,29,0.0
32,1.0,2016,41,Constant,4,0.0
32,1.0,2017,41,Constant,12,0.0
32,1.0,2018,41,Constant,24,0.0
32,1.0,2019,41,Constant,33,0.0
32,1.0,2015,41,Lagged,29,0.0
32,1.0,2016,41,Lagged,4,0.0
32,1.0,2017,41,Lagged,12,0.0
32,1.0,2018,41,Lagged,24,0.0
32,1.0,2019,41,Lagged,32,0.0
32,1.0,2015,42,Constant,20,0.0
32,1.0,2016,42,Constant,24,0.0
32,1.0,2017,42,Constant,24,0.0
32,1.0,2018,42,Constant,29,0.0
32,1.0,2019,42,Constant,33,0.0
32,1.0,2015,42,Lagged,20,0.0
32,1.0,2016,42,Lagged,25,0.0
32,1.0,2017,42,Lagged,25,0.0
32,1.0,2018,42,Lagged,29,0.0
32,1.0,2019,42,Lagged,32,0.0
32,1.0,2015,43,Constant,29,0.0
32,1.0,2016,43,Constant,29,0.0
32,1.0,2017,43,Constant,12,0.0
32,1.0,2018,43,Constant,16,0.0
32,1.0,2019,43,Constant,29,0.0
32,1.0,2015,43,Lagged,29,0.0
32,1.0,2016,43,Lagged,29,0.0
32,1.0,2017,43,Lagged,12,0.0
32,1.0,2018,43,Lagged,16,0.0
32,1.0,2019,43,Lagged,28,0.0
32,1.0,2015,44,Constant,24,0.0
32,1.0,2016,44,Constant,16,0.0
32,1.0,2017,44,Constant,12,0.0
32,1.0,2018,44,Constant,12,0.0
32,1.0,2019,44,Constant,24,0.0
32,1.0,2015,44,Lagged,25,0.0
32,1.0,2016,44,Lagged,16,0.0
32,1.0,2017,44,Lagged,12,0.0
32,1.0,2018,44,Lagged,12,0.0
32,1.0,2019,44,Lagged,24,0.0
32,1.0,2015,45,Constant,20,0.0
32,1.0,2016,45,Constant,4,0.0
32,1.0,2017,45,Constant,29,0.0
32,1.0,2018,45,Constant,8,0.0
32,1.0,2019,45,Constant,16,0.0
32,1.0,2015,45,Lagged,20,0.0
32,1.0,2016,45,Lagged,4,0.0
32,1.0,2017,45,Lagged,29,0.0
32,1.0,2018,45,Lagged,8,0.0
32,1.0,2019,45,Lagged,16,0.0
32,1.0,2015,46,Constant,33,0.0
32,1.0,2016,46,Constant,12,0.0
32,1.0,2017,46,Constant,8,0.0
32,1.0,2018,46,Constant,20,0.0
32,1.0,2019,46,Constant,29,0.0
32,1.0,2015,46,Lagged,33,0.0
32,1.0,2016,46,Lagged,12,0.0
32,1.0,2017,46,Lagged,8,0.0
32,1.0,2018,46,Lagged,20,0.0
32,1.0,2019,46,Lagged,28,0.0
32,1.0,2015,47,Constant,24,0.0
32,1.0,2016,47,Constant,20,0.0
32,1.0,2017,47,Constant,29,0.0
32,1.0,2018,47,Constant,16,0.0
32,1.0,2019,47,Constant,12,0.0
32,1.0,2015,47,Lagged,25,0.0
32,1.0,2016,47,Lagged,20,0.0
32,1.0,2017,47,Lagged,29,0.0
32,1.0,2018,47,Lagged,16,0.0
32,1.0,2019,47,Lagged,12,0.0
32,1.0,2015,48,Constant,8,0.0
32,1.0,2016,48,Constant,16,0.0
32,1.0,2017,48,Constant,16,0.0
32,1.0,2018,48,Constant,33,0.0
32,1.0,2019,48,Constant,41,0.0
32,1.0,2015,48,Lagged,8,0.0
32,1.0,2016,48,Lagged,16,0.0
32,1.0,2017,48,Lagged,16,0.0
32,1.0,2018,48,Lagged,33,0.0
32,1.0,2019,48,Lagged,40,0.0
32,1.0,2015,49,Constant,24,0.0
32,1.0,2016,49,Constant,33,0.0
32,1.0,2017,49,Constant,8,0.0
32,1.0,2018,49,Constant,24,0.0
32,1.0,2019,49,Constant,29,0.0
32,1.0,2015,49,Lagged,25,0.0
32,1.0,2016,49,Lagged,33,0.0
32,1.0,2017,49,Lagged,8,0.0
32,1.0,2018,49,Lagged,24,0.0
32,1.0,2019,49,Lagged,28,0.0
32,1.0,2015,50,Constant,16,0.0
32,1.0,2016,50,Constant,29,0.0
32,1.0,2017,50,Constant,29,0.0
32,1.0,2018,50,Constant,29,0.0
32,1.0,2019,50,Constant,24,0.0
32,1.0,2015,50,Lagged,16,0.0
32,1.0,2016,50,Lagged,29,0.0
32,1.0,2017,50,Lagged,29,0.0
32,1.0,2018,50,Lagged,29,0.0
32,1.0,2019,50,Lagged,24,0.0
32,1.0,2015,51,Constant,37,0.0
32,1.0,2016,51,Constant,24,0.0
32,1.0,2017,51,Constant,37,0.0
32,1.0,2018,51,Constant,58,0.0
32,1.0,2019,51,Constant,12,0.0
32,1.0,2015,51,Lagged,37,0.0
32,1.0,2016,51,Lagged,25,0.0
32,1.0,2017,51,Lagged,37,0.0
32,1.0,2018,51,Lagged,58,0.0
32,1.0,2019,51,Lagged,12,0.0
32,1.0,2015,52,Constant,8,0.0
32,1.0,2016,52,Constant,24,0.0
