State_FIPS,County_FIPS,Year,Week,Population_Adjustment,Deaths_Per100k,Excess_Deaths_Per100k
51,1,2017,33,Lagged,15,0.0
51,1,2018,33,Lagged,18,0.0
51,1,2019,33,Lagged,30,0.0
51,1,2015,34,Constant,6,0.0
51,1,2016,34,Constant,15,0.0
51,1,2017,34,Constant,27,0.0
51,1,2018,34,Constant,27,0.0
51,1,2019,34,Constant,36,0.0
51,1,2015,34,Lagged,6,0.0
51,1,2016,34,Lagged,15,0.0
51,1,2017,34,Lagged,27,0.0
51,1,2018,34,Lagged,27,0.0
51,1,2019,34,Lagged,36,0.0
51,1,2015,35,Constant,24,0.0
51,1,2016,35,Constant,3,0.0
51,1,2017,35,Constant,9,0.0
51,1,2018,35,Constant,12,0.0
51,1,2019,35,Constant,21,0.0
51,1,2015,35,Lagged,24,0.0
51,1,2016,35,Lagged,3,0.0
51,1,2017,35,Lagged,9,0.0
51,1,2018,35,Lagged,12,0.0
51,1,2019,35,Lagged,21,0.0
51,1,2015,36,Constant,21,0.0
51,1,2016,36,Constant,6,0.0
51,1,2017,36,Constant,18,0.0
51,1,2018,36,Constant,15,0.0
51,1,2019,36,Constant,15,0.0
51,1,2015,36,Lagged,21,0.0
51,1,2016,36,Lagged,6,0.0
51,1,2017,36,Lagged,18,0.0
51,1,2018,36,Lagged,15,0.0
51,1,2019,36,Lagged,15,0.0
51,1,2015,37,Constant,18,0.0
51,1,2016,37,Constant,27,0.0
51,1,2017,37,Constant,12,0.0
51,1,2018,37,Constant,21,0.0
51,1,2019,37,Constant,15,0.0
51,1,2015,37,Lagged,18,0.0
51,1,2016,37,Lagged,27,0.0
51,1,2017,37,Lagged,12,0.0
51,1,2018,37,Lagged,21,0.0
51,1,2019,37,Lagged,15,0.0
51,1,2015,38,Constant,18,0.0
51,1,2016,38,Constant,6,0.0
51,1,2017,38,Constant,27,0.0
51,1,2018,38,Constant,15,0.0
51,1,2019,38,Constant,21,0.0
51,1,2015,38,Lagged,18,0.0
51,1,2016,38,Lagged,6,0.0
51,1,2017,38,Lagged,27,0.0
51,1,2018,38,Lagged,15,0.0
51,1,2019,38,Lagged,21,0.0
51,1,2015,39,Constant,15,0.0
51,1,2016,39,Constant,9,0.0
51,1,2017,39,Constant,21,0.0
51,1,2018,39,Constant,33,0.0
51,1,2019,39,Constant,18,0.0
51,1,2015,39,Lagged,15,0.0
51,1,2016,39,Lagged,9,0.0
51,1,2017,39,Lagged,21,0.0
51,1,2018,39,Lagged,33,0.0
51,1,2019,39,Lagged,18,0.0
51,1,2015,40,Constant,12,0.0
51,1,2016,40,Constant,3,0.0
51,1,2018,40,Constant,24,0.0
51,1,2019,40,Constant,27,0.0
51,1,2015,40,Lagged,12,0.0
51,1,2016,40,Lagged,3,0.0
51,1,2018,40,Lagged,24,0.0
51,1,2019,40,Lagged,27,0.0
51,1,2015,41,Constant,9,0.0
51,1,2016,41,Constant,21,0.0
51,1,2017,41,Constant,21,0.0
51,1,2018,41,Constant,42,0.0
51,1,2019,41,Constant,24,0.0
51,1,2015,41,Lagged,9,0.0
51,1,2016,41,Lagged,21,0.0
51,1,2017,41,Lagged,21,0.0
51,1,2018,41,Lagged,42,0.0
51,1,2019,41,Lagged,24,0.0
51,1,2015,42,Constant,0,0.0
51,1,2016,42,Constant,15,0.0
51,1,2017,42,Constant,27,0.0
51,1,2018,42,Constant,39,0.0
51,1,2019,42,Constant,27,0.0
51,1,2015,42,Lagged,0,0.0
51,1,2016,42,Lagged,15,0.0
51,1,2017,42,Lagged,27,0.0
51,1,2018,42,Lagged,39,0.0
51,1,2019,42,Lagged,27,0.0
51,1,2015,43,Constant,21,0.0
51,1,2016,43,Constant,18,0.0
51,1,2017,43,Constant,15,0.0
51,1,2018,43,Constant,36,0.0
51,1,2019,43,Constant,30,0.0
51,1,2015,43,Lagged,21,0.0
51,1,2016,43,Lagged,18,0.0
51,1,2017,43,Lagged,15,0.0
51,1,2018,43,Lagged,36,0.0
51,1,2019,43,Lagged,30,0.0
51,1,2015,44,Constant,15,0.0
51,1,2016,44,Constant,15,0.0
51,1,2017,44,Constant,24,0.0
51,1,2018,44,Constant,27,0.0
51,1,2019,44,Constant,27,0.0
51,1,2015,44,Lagged,15,0.0
51,1,2016,44,Lagged,15,0.0
51,1,2017,44,Lagged,24,0.0
51,1,2018,44,Lagged,27,0.0
51,1,2019,44,Lagged,27,0.0
51,1,2015,45,Constant,3,0.0
51,1,2016,45,Constant,18,0.0
51,1,2017,45,Constant,15,0.0
51,1,2018,45,Constant,21,0.0
51,1,2019,45,Constant,6,0.0
51,1,2015,45,Lagged,3,0.0
51,1,2016,45,Lagged,18,0.0
51,1,2017,45,Lagged,15,0.0
51,1,2018,45,Lagged,21,0.0
51,1,2019,45,Lagged,6,0.0
51,1,2015,46,Constant,6,0.0
51,1,2016,46,Constant,24,0.0
51,1,2017,46,Constant,21,0.0
51,1,2018,46,Constant,30,0.0
51,1,2019,46,Constant,21,0.0
51,1,2015,46,Lagged,6,0.0
51,1,2016,46,Lagged,24,0.0
51,1,2017,46,Lagged,21,0.0
51,1,2018,46,Lagged,30,0.0
51,1,2019,46,Lagged,21,0.0
51,1,2015,47,Constant,18,0.0
51,1,2016,47,Constant,15,0.0
51,1,2017,47,Constant,36,0.0
51,1,2018,47,Constant,15,0.0
51,1,2019,47,Constant,27,0.0
51,1,2015,47,Lagged,18,0.0
51,1,2016,47,Lagged,15,0.0
51,1,2017,47,Lagged,36,0.0
51,1,2018,47,Lagged,15,0.0
51,1,2019,47,Lagged,27,0.0
51,1,2015,48,Constant,21,0.0
51,1,2016,48,Constant,0,0.0
51,1,2017,48,Constant,42,0.0
51,1,2018,48,Constant,24,0.0
51,1,2019,48,Constant,18,0.0
51,1,2015,48,Lagged,21,0.0
51,1,2016,48,Lagged,0,0.0
51,1,2017,48,Lagged,42,0.0
51,1,2018,48,Lagged,24,0.0
51,1,2019,48,Lagged,18,0.0
51,1,2015,49,Constant,0,0.0
51,1,2016,49,Constant,18,0.0
51,1,2017,49,Constant,3,0.0
51,1,2018,49,Constant,27,0.0
51,1,2019,49,Constant,18,0.0
51,1,2015,49,Lagged,0,0.0
51,1,2016,49,Lagged,18,0.0
51,1,2017,49,Lagged,3,0.0
51,1,2018,49,Lagged,27,0.0
51,1,2019,49,Lagged,18,0.0
51,1,2015,50,Constant,18,0.0
51,1,2016,50,Constant,9,0.0
51,1,2017,50,Constant,0,0.0
51,1,2018,50,Constant,48,0.0
51,1,2019,50,Constant,3,0.0
51,1,2015,50,Lagged,18,0.0
51,1,2016,50,Lagged,9,0.0
51,1,2017,50,Lagged,0,0.0
51,1,2018,50,Lagged,48,0.0
51,1,2019,50,Lagged,3,0.0
51,1,2016,51,Constant,21,0.0
51,1,2017,51,Constant,18,0.0
51,1,2018,51,Constant,15,0.0
51,1,2019,51,Constant,30,0.0
51,1,2016,51,Lagged,21,0.0
51,1,2017,51,Lagged,18,0.0
51,1,2018,51,Lagged,15,0.0
51,1,2019,51,Lagged,30,0.0
51,1,2015,52,Constant,3,0.0
51,1,2016,52,Constant,6,0.0
51,1,2017,52,Constant,21,0.0
51,1,2018,52,Constant,30,0.0
51,1,2019,52,Constant,24,0.0
51,1,2015,52,Lagged,3,0.0
51,1,2016,52,Lagged,6,0.0
51,1,2017,52,Lagged,21,0.0
51,1,2018,52,Lagged,30,0.0
51,1,2019,52,Lagged,24,0.0
51,1,2015,53,Constant,12,0.0
51,1,2017,53,Constant,3,0.0
51,1,2018,53,Constant,0,0.0
51,1,2019,53,Constant,6,0.0
51,1,2015,53,Lagged,12,0.0
51,1,2017,53,Lagged,3,0.0
51,1,2018,53,Lagged,0,0.0
51,1,2019,53,Lagged,6,0.0
51,3,2015,1,Constant,20,0.0
51,3,2016,1,Constant,17,0.0
51,3,2017,1,Constant,18,0.0
51,3,2018,1,Constant,15,0.0
51,3,2019,1,Constant,23,0.0
51,3,2020,1,Constant,18,-0.6
51,3,2015,1,Lagged,21,0.0
51,3,2016,1,Lagged,18,0.0
51,3,2017,1,Lagged,18,0.0
51,3,2018,1,Lagged,15,0.0
51,3,2019,1,Lagged,23,0.0
51,3,2020,1,Lagged,18,-1.0
51,3,2015,2,Constant,25,0.0
51,3,2016,2,Constant,17,0.0
51,3,2017,2,Constant,25,0.0
51,3,2018,2,Constant,18,0.0
51,3,2019,2,Constant,29,0.0
51,3,2020,2,Constant,21,-1.8
51,3,2015,2,Lagged,26,0.0
51,3,2016,2,Lagged,18,0.0
51,3,2017,2,Lagged,26,0.0
51,3,2018,2,Lagged,18,0.0
51,3,2019,2,Lagged,29,0.0
51,3,2020,2,Lagged,21,-2.4
51,3,2015,3,Constant,16,0.0
51,3,2016,3,Constant,9,0.0
51,3,2017,3,Constant,30,0.0
51,3,2018,3,Constant,17,0.0
51,3,2019,3,Constant,24,0.0
51,3,2020,3,Constant,22,2.8
51,3,2015,3,Lagged,17,0.0
51,3,2016,3,Lagged,9,0.0
51,3,2017,3,Lagged,31,0.0
51,3,2018,3,Lagged,17,0.0
51,3,2019,3,Lagged,23,0.0
51,3,2020,3,Lagged,21,1.6
