State_FIPS,County_FIPS,Year,Week,Population_Adjustment,Deaths_Per100k,Excess_Deaths_Per100k,Age_Adjusted_Deaths_LT_65_Per100k,Age_Adjusted_Deaths_GTE_65_Per100k,Excess_Age_Adjusted_Deaths_LT_65_Per100k,Excess_Age_Adjusted_Deaths_GTE_65_Per100k
30,3,2020,40,Constant,0,-10.0,0,0,-5.6,-4.2
30,3,2015,40,Lagged,7,0.0,7,0,0.0,0.0
30,3,2016,40,Lagged,15,0.0,7,7,0.0,0.0
30,3,2017,40,Lagged,22,0.0,14,7,0.0,0.0
30,3,2018,40,Lagged,7,0.0,0,7,0.0,0.0
30,3,2019,40,Lagged,0,0.0,0,0,0.0,0.0
30,3,2020,40,Lagged,0,-10.2,0,0,-5.6,-4.2
30,3,2015,41,Constant,29,0.0,22,7,0.0,0.0
30,3,2016,41,Constant,7,0.0,7,0,0.0,0.0
30,3,2017,41,Constant,14,0.0,0,14,0.0,0.0
30,3,2018,41,Constant,7,0.0,0,7,0.0,0.0
30,3,2019,41,Constant,7,0.0,7,0,0.0,0.0
30,3,2020,41,Constant,0,-12.8,0,0,-7.2,-5.6
30,3,2015,41,Lagged,29,0.0,22,7,0.0,0.0
30,3,2016,41,Lagged,7,0.0,7,0,0.0,0.0
30,3,2017,41,Lagged,14,0.0,0,14,0.0,0.0
30,3,2018,41,Lagged,7,0.0,0,7,0.0,0.0
30,3,2019,41,Lagged,7,0.0,7,0,0.0,0.0
30,3,2020,41,Lagged,0,-12.8,0,0,-7.2,-5.6
30,3,2015,42,Constant,14,0.0,0,14,0.0,0.0
30,3,2016,42,Constant,22,0.0,0,22,0.0,0.0
30,3,2017,42,Constant,22,0.0,7,14,0.0,0.0
30,3,2018,42,Constant,0,0.0,0,0,0.0,0.0
30,3,2019,42,Constant,0,0.0,0,0,0.0,0.0
30,3,2020,42,Constant,0,-11.6,0,0,-1.4,-10.0
30,3,2015,42,Lagged,14,0.0,0,14,0.0,0.0
30,3,2016,42,Lagged,22,0.0,0,22,0.0,0.0
30,3,2017,42,Lagged,22,0.0,7,14,0.0,0.0
30,3,2018,42,Lagged,0,0.0,0,0,0.0,0.0
30,3,2019,42,Lagged,0,0.0,0,0,0.0,0.0
30,3,2020,42,Lagged,0,-11.6,0,0,-1.4,-10.0
30,3,2015,43,Constant,7,0.0,7,0,0.0,0.0
30,3,2016,43,Constant,22,0.0,14,7,0.0,0.0
30,3,2017,43,Constant,7,0.0,7,0,0.0,0.0
30,3,2018,43,Constant,0,0.0,0,0,0.0,0.0
30,3,2019,43,Constant,0,0.0,0,0,0.0,0.0
30,3,2020,43,Constant,0,-7.2,0,0,-5.6,-1.4
30,3,2015,43,Lagged,7,0.0,7,0,0.0,0.0
30,3,2016,43,Lagged,22,0.0,15,7,0.0,0.0
30,3,2017,43,Lagged,7,0.0,7,0,0.0,0.0
30,3,2018,43,Lagged,0,0.0,0,0,0.0,0.0
30,3,2019,43,Lagged,0,0.0,0,0,0.0,0.0
30,3,2020,43,Lagged,0,-7.2,0,0,-5.8,-1.4
30,3,2015,44,Constant,14,0.0,7,7,0.0,0.0
30,3,2016,44,Constant,29,0.0,14,14,0.0,0.0
30,3,2017,44,Constant,14,0.0,7,7,0.0,0.0
30,3,2018,44,Constant,0,0.0,0,0,0.0,0.0
30,3,2019,44,Constant,7,0.0,7,0,0.0,0.0
30,3,2020,44,Constant,0,-12.8,0,0,-7.0,-5.6
30,3,2015,44,Lagged,14,0.0,7,7,0.0,0.0
30,3,2016,44,Lagged,30,0.0,15,15,0.0,0.0
30,3,2017,44,Lagged,14,0.0,7,7,0.0,0.0
30,3,2018,44,Lagged,0,0.0,0,0,0.0,0.0
30,3,2019,44,Lagged,7,0.0,7,0,0.0,0.0
30,3,2020,44,Lagged,0,-13.0,0,0,-7.2,-5.8
30,3,2015,45,Constant,0,0.0,0,0,0.0,0.0
30,3,2016,45,Constant,14,0.0,14,0,0.0,0.0
30,3,2017,45,Constant,7,0.0,7,0,0.0,0.0
30,3,2018,45,Constant,22,0.0,14,7,0.0,0.0
30,3,2019,45,Constant,0,0.0,0,0,0.0,0.0
30,3,2020,45,Constant,0,-8.6,0,0,-7.0,-1.4
30,3,2015,45,Lagged,0,0.0,0,0,0.0,0.0
30,3,2016,45,Lagged,15,0.0,15,0,0.0,0.0
30,3,2017,45,Lagged,7,0.0,7,0,0.0,0.0
30,3,2018,45,Lagged,22,0.0,14,7,0.0,0.0
30,3,2019,45,Lagged,0,0.0,0,0,0.0,0.0
30,3,2020,45,Lagged,0,-8.8,0,0,-7.2,-1.4
30,3,2015,46,Constant,7,0.0,0,7,0.0,0.0
30,3,2016,46,Constant,7,0.0,7,0,0.0,0.0
30,3,2017,46,Constant,22,0.0,14,7,0.0,0.0
30,3,2018,46,Constant,0,0.0,0,0,0.0,0.0
30,3,2019,46,Constant,14,0.0,14,0,0.0,0.0
30,3,2020,46,Constant,0,-10.0,0,0,-7.0,-2.8
30,3,2015,46,Lagged,7,0.0,0,7,0.0,0.0
30,3,2016,46,Lagged,7,0.0,7,0,0.0,0.0
30,3,2017,46,Lagged,22,0.0,14,7,0.0,0.0
30,3,2018,46,Lagged,0,0.0,0,0,0.0,0.0
30,3,2019,46,Lagged,14,0.0,14,0,0.0,0.0
30,3,2020,46,Lagged,0,-10.0,0,0,-7.0,-2.8
30,3,2015,47,Constant,14,0.0,7,7,0.0,0.0
30,3,2016,47,Constant,7,0.0,0,7,0.0,0.0
30,3,2017,47,Constant,7,0.0,0,7,0.0,0.0
30,3,2018,47,Constant,7,0.0,7,0,0.0,0.0
30,3,2019,47,Constant,14,0.0,7,7,0.0,0.0
30,3,2020,47,Constant,0,-9.8,0,0,-4.2,-5.6
30,3,2015,47,Lagged,14,0.0,7,7,0.0,0.0
30,3,2016,47,Lagged,7,0.0,0,7,0.0,0.0
30,3,2017,47,Lagged,7,0.0,0,7,0.0,0.0
30,3,2018,47,Lagged,7,0.0,7,0,0.0,0.0
30,3,2019,47,Lagged,14,0.0,7,7,0.0,0.0
30,3,2020,47,Lagged,0,-9.8,0,0,-4.2,-5.6
30,3,2015,48,Constant,14,0.0,0,14,0.0,0.0
30,3,2016,48,Constant,37,0.0,7,29,0.0,0.0
30,3,2017,48,Constant,7,0.0,0,7,0.0,0.0
30,3,2018,48,Constant,0,0.0,0,0,0.0,0.0
30,3,2019,48,Constant,14,0.0,0,14,0.0,0.0
30,3,2020,48,Constant,0,-14.4,0,0,-1.4,-12.8
30,3,2015,48,Lagged,14,0.0,0,14,0.0,0.0
30,3,2016,48,Lagged,37,0.0,7,30,0.0,0.0
30,3,2017,48,Lagged,7,0.0,0,7,0.0,0.0
30,3,2018,48,Lagged,0,0.0,0,0,0.0,0.0
30,3,2019,48,Lagged,14,0.0,0,14,0.0,0.0
30,3,2020,48,Lagged,0,-14.4,0,0,-1.4,-13.0
30,3,2015,49,Constant,7,0.0,7,0,0.0,0.0
30,3,2016,49,Constant,7,0.0,0,7,0.0,0.0
30,3,2017,49,Constant,14,0.0,7,7,0.0,0.0
30,3,2018,49,Constant,7,0.0,7,0,0.0,0.0
30,3,2019,49,Constant,7,0.0,0,7,0.0,0.0
30,3,2020,49,Constant,0,-8.4,0,0,-4.2,-4.2
30,3,2015,49,Lagged,7,0.0,7,0,0.0,0.0
30,3,2016,49,Lagged,7,0.0,0,7,0.0,0.0
30,3,2017,49,Lagged,14,0.0,7,7,0.0,0.0
30,3,2018,49,Lagged,7,0.0,7,0,0.0,0.0
30,3,2019,49,Lagged,7,0.0,0,7,0.0,0.0
30,3,2020,49,Lagged,0,-8.4,0,0,-4.2,-4.2
30,3,2015,50,Constant,14,0.0,0,14,0.0,0.0
30,3,2016,50,Constant,0,0.0,0,0,0.0,0.0
30,3,2017,50,Constant,14,0.0,7,7,0.0,0.0
30,3,2018,50,Constant,14,0.0,14,0,0.0,0.0
30,3,2019,50,Constant,22,0.0,7,14,0.0,0.0
30,3,2020,50,Constant,0,-12.8,0,0,-5.6,-7.0
30,3,2015,50,Lagged,14,0.0,0,14,0.0,0.0
30,3,2016,50,Lagged,0,0.0,0,0,0.0,0.0
30,3,2017,50,Lagged,14,0.0,7,7,0.0,0.0
30,3,2018,50,Lagged,14,0.0,14,0,0.0,0.0
30,3,2019,50,Lagged,22,0.0,7,14,0.0,0.0
30,3,2020,50,Lagged,0,-12.8,0,0,-5.6,-7.0
30,3,2015,51,Constant,0,0.0,0,0,0.0,0.0
30,3,2016,51,Constant,14,0.0,0,14,0.0,0.0
30,3,2017,51,Constant,22,0.0,7,14,0.0,0.0
30,3,2018,51,Constant,14,0.0,7,7,0.0,0.0
30,3,2019,51,Constant,14,0.0,0,14,0.0,0.0
30,3,2020,51,Constant,0,-12.8,0,0,-2.8,-9.8
30,3,2015,51,Lagged,0,0.0,0,0,0.0,0.0
30,3,2016,51,Lagged,15,0.0,0,15,0.0,0.0
30,3,2017,51,Lagged,22,0.0,7,14,0.0,0.0
30,3,2018,51,Lagged,14,0.0,7,7,0.0,0.0
30,3,2019,51,Lagged,14,0.0,0,14,0.0,0.0
30,3,2020,51,Lagged,0,-13.0,0,0,-2.8,-10.0
30,3,2015,52,Constant,0,0.0,0,0,0.0,0.0
30,3,2016,52,Constant,22,0.0,14,7,0.0,0.0
30,3,2017,52,Constant,14,0.0,7,7,0.0,0.0
30,3,2018,52,Constant,14,0.0,14,0,0.0,0.0
30,3,2019,52,Constant,14,0.0,0,14,0.0,0.0
30,3,2020,52,Constant,0,-12.8,0,0,-7.0,-5.6
30,3,2015,52,Lagged,0,0.0,0,0,0.0,0.0
30,3,2016,52,Lagged,22,0.0,15,7,0.0,0.0
30,3,2017,52,Lagged,14,0.0,7,7,0.0,0.0
30,3,2018,52,Lagged,14,0.0,14,0,0.0,0.0
30,3,2019,52,Lagged,14,0.0,0,14,0.0,0.0
30,3,2020,52,Lagged,0,-12.8,0,0,-7.2,-5.6
30,3,2015,53,Constant,0,0.0,0,0,0.0,0.0
30,3,2016,53,Constant,0,0.0,0,0,0.0,0.0
30,3,2017,53,Constant,0,0.0,0,0,0.0,0.0
30,3,2018,53,Constant,0,0.0,0,0,0.0,0.0
30,3,2019,53,Constant,0,0.0,0,0,0.0,0.0
30,3,2020,53,Constant,0,0.0,0,0,0.0,0.0
30,3,2015,53,Lagged,0,0.0,0,0,0.0,0.0
30,3,2016,53,Lagged,0,0.0,0,0,0.0,0.0
30,3,2017,53,Lagged,0,0.0,0,0,0.0,0.0
30,3,2018,53,Lagged,0,0.0,0,0,0.0,0.0
30,3,2019,53,Lagged,0,0.0,0,0,0.0,0.0
30,3,2020,53,Lagged,0,0.0,0,0,0.0,0.0
30,5,2015,1,Constant,0,0.0,0,0,0.0,0.0
30,5,2016,1,Constant,14,0.0,0,14,0.0,0.0
30,5,2017,1,Constant,14,0.0,0,14,0.0,0.0
30,5,2018,1,Constant,14,0.0,0,14,0.0,0.0
30,5,2019,1,Constant,14,0.0,14,0,0.0,0.0
30,5,2020,1,Constant,0,-11.2,0,0,-2.8,-8.4
30,5,2015,1,Lagged,0,0.0,0,0,0.0,0.0
30,5,2016,1,Lagged,14,0.0,0,14,0.0,0.0
30,5,2017,1,Lagged,14,0.0,0,14,0.0,0.0
30,5,2018,1,Lagged,14,0.0,0,14,0.0,0.0
30,5,2019,1,Lagged,14,0.0,14,0,0.0,0.0
30,5,2020,1,Lagged,0,-11.2,0,0,-2.8,-8.4
30,5,2015,2,Constant,14,0.0,0,14,0.0,0.0
30,5,2016,2,Constant,0,0.0,0,0,0.0,0.0
30,5,2017,2,Constant,0,0.0,0,0,0.0,0.0
30,5,2018,2,Constant,14,0.0,14,0,0.0,0.0
30,5,2019,2,Constant,0,0.0,0,0,0.0,0.0
30,5,2020,2,Constant,14,8.4,0,14,-2.8,11.2
30,5,2015,2,Lagged,14,0.0,0,14,0.0,0.0
30,5,2016,2,Lagged,0,0.0,0,0,0.0,0.0
30,5,2017,2,Lagged,0,0.0,0,0,0.0,0.0
30,5,2018,2,Lagged,14,0.0,14,0,0.0,0.0
30,5,2019,2,Lagged,0,0.0,0,0,0.0,0.0
30,5,2020,2,Lagged,14,8.4,0,14,-2.8,11.2
30,5,2015,3,Constant,14,0.0,0,14,0.0,0.0
30,5,2016,3,Constant,0,0.0,0,0,0.0,0.0
30,5,2017,3,Constant,14,0.0,0,14,0.0,0.0
30,5,2018,3,Constant,14,0.0,0,14,0.0,0.0
30,5,2019,3,Constant,0,0.0,0,0,0.0,0.0
30,5,2020,3,Constant,29,20.6,14,14,14.0,5.6
30,5,2015,3,Lagged,14,0.0,0,14,0.0,0.0
30,5,2016,3,Lagged,0,0.0,0,0,0.0,0.0
30,5,2017,3,Lagged,14,0.0,0,14,0.0,0.0
30,5,2018,3,Lagged,14,0.0,0,14,0.0,0.0
30,5,2019,3,Lagged,0,0.0,0,0,0.0,0.0
30,5,2020,3,Lagged,29,20.6,14,14,14.0,5.6
30,5,2015,4,Constant,0,0.0,0,0,0.0,0.0
30,5,2016,4,Constant,44,0.0,0,44,0.0,0.0
30,5,2017,4,Constant,29,0.0,0,29,0.0,0.0
30,5,2018,4,Constant,0,0.0,0,0,0.0,0.0
30,5,2019,4,Constant,0,0.0,0,0,0.0,0.0
30,5,2020,4,Constant,0,-14.6,0,0,0.0,-14.6
30,5,2015,4,Lagged,0,0.0,0,0,0.0,0.0
30,5,2016,4,Lagged,44,0.0,0,44,0.0,0.0
30,5,2017,4,Lagged,29,0.0,0,29,0.0,0.0
30,5,2018,4,Lagged,0,0.0,0,0,0.0,0.0
30,5,2019,4,Lagged,0,0.0,0,0,0.0,0.0
30,5,2020,4,Lagged,0,-14.6,0,0,0.0,-14.6
30,5,2015,5,Constant,14,0.0,0,14,0.0,0.0
30,5,2016,5,Constant,14,0.0,14,0,0.0,0.0
30,5,2017,5,Constant,0,0.0,0,0,0.0,0.0
30,5,2018,5,Constant,14,0.0,14,0,0.0,0.0
30,5,2019,5,Constant,0,0.0,0,0,0.0,0.0
30,5,2020,5,Constant,44,35.6,44,0,38.4,-2.8
30,5,2015,5,Lagged,14,0.0,0,14,0.0,0.0
30,5,2016,5,Lagged,14,0.0,14,0,0.0,0.0
30,5,2017,5,Lagged,0,0.0,0,0,0.0,0.0
30,5,2018,5,Lagged,14,0.0,14,0,0.0,0.0
30,5,2019,5,Lagged,0,0.0,0,0,0.0,0.0
30,5,2020,5,Lagged,44,35.6,44,0,38.4,-2.8
30,5,2015,6,Constant,0,0.0,0,0,0.0,0.0
30,5,2016,6,Constant,0,0.0,0,0,0.0,0.0
30,5,2017,6,Constant,14,0.0,14,0,0.0,0.0
30,5,2018,6,Constant,0,0.0,0,0,0.0,0.0
30,5,2019,6,Constant,14,0.0,0,14,0.0,0.0
30,5,2020,6,Constant,0,-5.6,0,0,-2.8,-2.8
30,5,2015,6,Lagged,0,0.0,0,0,0.0,0.0
30,5,2016,6,Lagged,0,0.0,0,0,0.0,0.0
30,5,2017,6,Lagged,14,0.0,14,0,0.0,0.0
30,5,2018,6,Lagged,0,0.0,0,0,0.0,0.0
30,5,2019,6,Lagged,14,0.0,0,14,0.0,0.0
30,5,2020,6,Lagged,0,-5.6,0,0,-2.8,-2.8
30,5,2015,7,Constant,29,0.0,14,14,0.0,0.0
30,5,2016,7,Constant,0,0.0,0,0,0.0,0.0
30,5,2017,7,Constant,14,0.0,14,0,0.0,0.0
30,5,2018,7,Constant,0,0.0,0,0,0.0,0.0
30,5,2019,7,Constant,14,0.0,0,14,0.0,0.0
30,5,2020,7,Constant,0,-11.4,0,0,-5.6,-5.6
30,5,2015,7,Lagged,29,0.0,14,14,0.0,0.0
30,5,2016,7,Lagged,0,0.0,0,0,0.0,0.0
30,5,2017,7,Lagged,14,0.0,14,0,0.0,0.0
30,5,2018,7,Lagged,0,0.0,0,0,0.0,0.0
30,5,2019,7,Lagged,14,0.0,0,14,0.0,0.0
30,5,2020,7,Lagged,0,-11.4,0,0,-5.6,-5.6
30,5,2015,8,Constant,14,0.0,0,14,0.0,0.0
30,5,2016,8,Constant,59,0.0,14,44,0.0,0.0
30,5,2017,8,Constant,14,0.0,14,0,0.0,0.0
30,5,2018,8,Constant,14,0.0,0,14,0.0,0.0
30,5,2019,8,Constant,44,0.0,29,14,0.0,0.0
30,5,2020,8,Constant,14,-15.0,14,0,2.6,-17.2
30,5,2015,8,Lagged,14,0.0,0,14,0.0,0.0
30,5,2016,8,Lagged,59,0.0,14,44,0.0,0.0
30,5,2017,8,Lagged,14,0.0,14,0,0.0,0.0
30,5,2018,8,Lagged,14,0.0,0,14,0.0,0.0
30,5,2019,8,Lagged,44,0.0,29,14,0.0,0.0
30,5,2020,8,Lagged,14,-15.0,14,0,2.6,-17.2
30,5,2015,9,Constant,29,0.0,0,29,0.0,0.0
30,5,2016,9,Constant,0,0.0,0,0,0.0,0.0
30,5,2017,9,Constant,0,0.0,0,0,0.0,0.0
30,5,2018,9,Constant,0,0.0,0,0,0.0,0.0
30,5,2019,9,Constant,14,0.0,0,14,0.0,0.0
30,5,2020,9,Constant,0,-8.6,0,0,0.0,-8.6
30,5,2015,9,Lagged,29,0.0,0,29,0.0,0.0
30,5,2016,9,Lagged,0,0.0,0,0,0.0,0.0
30,5,2017,9,Lagged,0,0.0,0,0,0.0,0.0
30,5,2018,9,Lagged,0,0.0,0,0,0.0,0.0
30,5,2019,9,Lagged,14,0.0,0,14,0.0,0.0
30,5,2020,9,Lagged,0,-8.6,0,0,0.0,-8.6
30,5,2015,10,Constant,14,0.0,0,14,0.0,0.0
30,5,2016,10,Constant,0,0.0,0,0,0.0,0.0
30,5,2017,10,Constant,0,0.0,0,0,0.0,0.0
30,5,2018,10,Constant,29,0.0,0,29,0.0,0.0
30,5,2019,10,Constant,14,0.0,0,14,0.0,0.0
30,5,2020,10,Constant,29,17.6,14,14,14.0,2.6
30,5,2015,10,Lagged,14,0.0,0,14,0.0,0.0
30,5,2016,10,Lagged,0,0.0,0,0,0.0,0.0
30,5,2017,10,Lagged,0,0.0,0,0,0.0,0.0
30,5,2018,10,Lagged,29,0.0,0,29,0.0,0.0
30,5,2019,10,Lagged,14,0.0,0,14,0.0,0.0
30,5,2020,10,Lagged,29,17.6,14,14,14.0,2.6
30,5,2015,11,Constant,0,0.0,0,0,0.0,0.0
30,5,2016,11,Constant,14,0.0,0,14,0.0,0.0
30,5,2017,11,Constant,0,0.0,0,0,0.0,0.0
30,5,2018,11,Constant,14,0.0,0,14,0.0,0.0
30,5,2019,11,Constant,0,0.0,0,0,0.0,0.0
30,5,2020,11,Constant,29,23.4,14,14,14.0,8.4
30,5,2015,11,Lagged,0,0.0,0,0,0.0,0.0
30,5,2016,11,Lagged,14,0.0,0,14,0.0,0.0
30,5,2017,11,Lagged,0,0.0,0,0,0.0,0.0
30,5,2018,11,Lagged,14,0.0,0,14,0.0,0.0
30,5,2019,11,Lagged,0,0.0,0,0,0.0,0.0
30,5,2020,11,Lagged,29,23.4,14,14,14.0,8.4
30,5,2015,12,Constant,0,0.0,0,0,0.0,0.0
30,5,2016,12,Constant,14,0.0,0,14,0.0,0.0
30,5,2017,12,Constant,44,0.0,14,29,0.0,0.0
30,5,2018,12,Constant,0,0.0,0,0,0.0,0.0
30,5,2019,12,Constant,0,0.0,0,0,0.0,0.0
30,5,2020,12,Constant,0,-11.6,0,0,-2.8,-8.6
30,5,2015,12,Lagged,0,0.0,0,0,0.0,0.0
30,5,2016,12,Lagged,14,0.0,0,14,0.0,0.0
30,5,2017,12,Lagged,44,0.0,14,29,0.0,0.0
30,5,2018,12,Lagged,0,0.0,0,0,0.0,0.0
30,5,2019,12,Lagged,0,0.0,0,0,0.0,0.0
30,5,2020,12,Lagged,0,-11.6,0,0,-2.8,-8.6
30,5,2015,13,Constant,0,0.0,0,0,0.0,0.0
30,5,2016,13,Constant,29,0.0,0,29,0.0,0.0
30,5,2017,13,Constant,29,0.0,14,14,0.0,0.0
30,5,2018,13,Constant,14,0.0,0,14,0.0,0.0
30,5,2019,13,Constant,0,0.0,0,0,0.0,0.0
30,5,2020,13,Constant,14,-0.4,0,14,-2.8,2.6
30,5,2015,13,Lagged,0,0.0,0,0,0.0,0.0
30,5,2016,13,Lagged,29,0.0,0,29,0.0,0.0
30,5,2017,13,Lagged,29,0.0,14,14,0.0,0.0
30,5,2018,13,Lagged,14,0.0,0,14,0.0,0.0
30,5,2019,13,Lagged,0,0.0,0,0,0.0,0.0
30,5,2020,13,Lagged,14,-0.4,0,14,-2.8,2.6
30,5,2015,14,Constant,0,0.0,0,0,0.0,0.0
30,5,2016,14,Constant,14,0.0,0,14,0.0,0.0
30,5,2017,14,Constant,0,0.0,0,0,0.0,0.0
30,5,2018,14,Constant,14,0.0,0,14,0.0,0.0
30,5,2019,14,Constant,29,0.0,0,29,0.0,0.0
30,5,2020,14,Constant,29,17.6,14,14,14.0,2.6
30,5,2015,14,Lagged,0,0.0,0,0,0.0,0.0
30,5,2016,14,Lagged,14,0.0,0,14,0.0,0.0
30,5,2017,14,Lagged,0,0.0,0,0,0.0,0.0
30,5,2018,14,Lagged,14,0.0,0,14,0.0,0.0
30,5,2019,14,Lagged,29,0.0,0,29,0.0,0.0
30,5,2020,14,Lagged,29,17.6,14,14,14.0,2.6
30,5,2015,15,Constant,29,0.0,0,29,0.0,0.0
30,5,2016,15,Constant,0,0.0,0,0,0.0,0.0
30,5,2017,15,Constant,0,0.0,0,0,0.0,0.0
30,5,2018,15,Constant,0,0.0,0,0,0.0,0.0
30,5,2019,15,Constant,44,0.0,29,14,0.0,0.0
30,5,2020,15,Constant,14,-0.6,0,14,-5.8,5.4
30,5,2015,15,Lagged,29,0.0,0,29,0.0,0.0
30,5,2016,15,Lagged,0,0.0,0,0,0.0,0.0
30,5,2017,15,Lagged,0,0.0,0,0,0.0,0.0
30,5,2018,15,Lagged,0,0.0,0,0,0.0,0.0
30,5,2019,15,Lagged,44,0.0,29,14,0.0,0.0
30,5,2020,15,Lagged,14,-0.6,0,14,-5.8,5.4
30,5,2015,16,Constant,88,0.0,0,88,0.0,0.0
30,5,2016,16,Constant,0,0.0,0,0,0.0,0.0
30,5,2017,16,Constant,0,0.0,0,0,0.0,0.0
30,5,2018,16,Constant,0,0.0,0,0,0.0,0.0
30,5,2019,16,Constant,14,0.0,0,14,0.0,0.0
30,5,2020,16,Constant,14,-6.4,0,14,0.0,-6.4
30,5,2015,16,Lagged,89,0.0,0,89,0.0,0.0
30,5,2016,16,Lagged,0,0.0,0,0,0.0,0.0
30,5,2017,16,Lagged,0,0.0,0,0,0.0,0.0
30,5,2018,16,Lagged,0,0.0,0,0,0.0,0.0
30,5,2019,16,Lagged,14,0.0,0,14,0.0,0.0
30,5,2020,16,Lagged,14,-6.6,0,14,0.0,-6.6
30,5,2015,17,Constant,0,0.0,0,0,0.0,0.0
30,5,2016,17,Constant,0,0.0,0,0,0.0,0.0
30,5,2017,17,Constant,0,0.0,0,0,0.0,0.0
30,5,2018,17,Constant,59,0.0,14,44,0.0,0.0
30,5,2019,17,Constant,0,0.0,0,0,0.0,0.0
30,5,2020,17,Constant,0,-11.8,0,0,-2.8,-8.8
30,5,2015,17,Lagged,0,0.0,0,0,0.0,0.0
30,5,2016,17,Lagged,0,0.0,0,0,0.0,0.0
30,5,2017,17,Lagged,0,0.0,0,0,0.0,0.0
30,5,2018,17,Lagged,59,0.0,14,44,0.0,0.0
30,5,2019,17,Lagged,0,0.0,0,0,0.0,0.0
30,5,2020,17,Lagged,0,-11.8,0,0,-2.8,-8.8
30,5,2015,18,Constant,59,0.0,29,29,0.0,0.0
30,5,2016,18,Constant,29,0.0,14,14,0.0,0.0
30,5,2017,18,Constant,0,0.0,0,0,0.0,0.0
30,5,2018,18,Constant,14,0.0,0,14,0.0,0.0
30,5,2019,18,Constant,0,0.0,0,0,0.0,0.0
30,5,2020,18,Constant,0,-20.4,0,0,-8.6,-11.4
30,5,2015,18,Lagged,59,0.0,29,29,0.0,0.0
30,5,2016,18,Lagged,29,0.0,14,14,0.0,0.0
30,5,2017,18,Lagged,0,0.0,0,0,0.0,0.0
30,5,2018,18,Lagged,14,0.0,0,14,0.0,0.0
30,5,2019,18,Lagged,0,0.0,0,0,0.0,0.0
30,5,2020,18,Lagged,0,-20.4,0,0,-8.6,-11.4
30,5,2015,19,Constant,14,0.0,14,0,0.0,0.0
30,5,2016,19,Constant,14,0.0,14,0,0.0,0.0
30,5,2017,19,Constant,14,0.0,14,0,0.0,0.0
30,5,2018,19,Constant,0,0.0,0,0,0.0,0.0
30,5,2019,19,Constant,14,0.0,0,14,0.0,0.0
30,5,2020,19,Constant,0,-11.2,0,0,-8.4,-2.8
30,5,2015,19,Lagged,14,0.0,14,0,0.0,0.0
30,5,2016,19,Lagged,14,0.0,14,0,0.0,0.0
30,5,2017,19,Lagged,14,0.0,14,0,0.0,0.0
30,5,2018,19,Lagged,0,0.0,0,0,0.0,0.0
30,5,2019,19,Lagged,14,0.0,0,14,0.0,0.0
30,5,2020,19,Lagged,0,-11.2,0,0,-8.4,-2.8
30,5,2015,20,Constant,0,0.0,0,0,0.0,0.0
30,5,2016,20,Constant,14,0.0,14,0,0.0,0.0
30,5,2017,20,Constant,0,0.0,0,0,0.0,0.0
30,5,2018,20,Constant,14,0.0,14,0,0.0,0.0
30,5,2019,20,Constant,0,0.0,0,0,0.0,0.0
30,5,2020,20,Constant,0,-5.6,0,0,-5.6,0.0
30,5,2015,20,Lagged,0,0.0,0,0,0.0,0.0
30,5,2016,20,Lagged,14,0.0,14,0,0.0,0.0
30,5,2017,20,Lagged,0,0.0,0,0,0.0,0.0
30,5,2018,20,Lagged,14,0.0,14,0,0.0,0.0
30,5,2019,20,Lagged,0,0.0,0,0,0.0,0.0
30,5,2020,20,Lagged,0,-5.6,0,0,-5.6,0.0
30,5,2015,21,Constant,0,0.0,0,0,0.0,0.0
30,5,2016,21,Constant,0,0.0,0,0,0.0,0.0
30,5,2017,21,Constant,14,0.0,0,14,0.0,0.0
30,5,2018,21,Constant,0,0.0,0,0,0.0,0.0
30,5,2019,21,Constant,14,0.0,14,0,0.0,0.0
30,5,2020,21,Constant,14,8.4,14,0,11.2,-2.8
30,5,2015,21,Lagged,0,0.0,0,0,0.0,0.0
30,5,2016,21,Lagged,0,0.0,0,0,0.0,0.0
30,5,2017,21,Lagged,14,0.0,0,14,0.0,0.0
30,5,2018,21,Lagged,0,0.0,0,0,0.0,0.0
30,5,2019,21,Lagged,14,0.0,14,0,0.0,0.0
30,5,2020,21,Lagged,14,8.4,14,0,11.2,-2.8
30,5,2015,22,Constant,0,0.0,0,0,0.0,0.0
30,5,2016,22,Constant,0,0.0,0,0,0.0,0.0
30,5,2017,22,Constant,29,0.0,14,14,0.0,0.0
30,5,2018,22,Constant,0,0.0,0,0,0.0,0.0
30,5,2019,22,Constant,14,0.0,14,0,0.0,0.0
30,5,2020,22,Constant,29,20.4,14,14,8.4,11.2
30,5,2015,22,Lagged,0,0.0,0,0,0.0,0.0
30,5,2016,22,Lagged,0,0.0,0,0,0.0,0.0
30,5,2017,22,Lagged,29,0.0,14,14,0.0,0.0
30,5,2018,22,Lagged,0,0.0,0,0,0.0,0.0
30,5,2019,22,Lagged,14,0.0,14,0,0.0,0.0
30,5,2020,22,Lagged,29,20.4,14,14,8.4,11.2
30,5,2015,23,Constant,14,0.0,0,14,0.0,0.0
30,5,2016,23,Constant,0,0.0,0,0,0.0,0.0
30,5,2017,23,Constant,14,0.0,0,14,0.0,0.0
30,5,2018,23,Constant,14,0.0,14,0,0.0,0.0
30,5,2019,23,Constant,14,0.0,14,0,0.0,0.0
30,5,2020,23,Constant,14,2.8,0,14,-5.6,8.4
30,5,2015,23,Lagged,14,0.0,0,14,0.0,0.0
